index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
6647,0.40-0.44,Strong,VVS1,EX,GD,EX,-50.0,-45.0,-46.0,-48,-48,-53,-52,-52,-47,-50
6648,0.40-0.44,Strong,VVS2,EX,GD,EX,-54.0,-51.0,-49.0,-49,-49,-55,-52,-53,-53,-52
6649,0.40-0.44,Strong,VVS2,EX,GD,EX,-54.0,-51.0,-49.0,-49,-49,-55,-52,-53,-53,-52
6650,0.45-0.49,Strong,IF,EX,GD,EX,-46.0,-37.0,-35.0,-35,-38,-40,-37,-49,-43,-41
6651,0.45-0.49,Strong,SI1,EX,GD,EX,-48.0,-44.0,-42.0,-39,-37,-39,-39,-40,-40,-45
6652,0.45-0.49,Strong,SI2,EX,GD,EX,-54.0,-52.0,-48.0,-44,-41,-40,-39,-40,-39,-47
6653,0.45-0.49,Strong,VS1,EX,GD,EX,-46.0,-42.0,-41.0,-36,-38,-42,-44,-42,-44,-46
6654,0.45-0.49,Strong,VS2,EX,GD,EX,-42.0,-45.0,-44.0,-39,-36,-40,-41,-42,-42,-46
6655,0.45-0.49,Strong,VVS1,EX,GD,EX,-42.0,-35.0,-35.0,-38,-39,-45,-41,-46,-41,-42
6656,0.45-0.49,Strong,VVS2,EX,GD,EX,-49.0,-44.0,-41.0,-39,-40,-44,-47,-45,-44,-50
6657,0.50-0.59,Strong,IF,EX,GD,EX,-62.0,-58.0,-59.0,-58,-62,-61,-57,-56,-57,-56
6658,0.50-0.59,Strong,SI1,EX,GD,EX,-62.0,-63.0,-64.0,-62,-58,-58,-57,-56,-54,-56
6659,0.50-0.59,Strong,SI2,EX,GD,EX,-61.0,-62.0,-63.0,-62,-60,-61,-57,-57,-54,-51
6660,0.50-0.59,Strong,VS1,EX,GD,EX,-64.0,-63.0,-63.0,-61,-61,-59,-55,-55,-53,-53
6661,0.50-0.59,Strong,VS2,EX,GD,EX,-65.0,-65.0,-64.0,-62,-61,-59,-57,-58,-52,-53
6662,0.50-0.59,Strong,VVS1,EX,GD,EX,-62.0,-57.0,-59.0,-59,-62,-62,-59,-56,-56,-58
6663,0.50-0.59,Strong,VVS2,EX,GD,EX,-66.0,-64.0,-64.0,-61,-61,-61,-60,-60,-55,-58
6664,0.70-0.74,Strong,IF,EX,GD,EX,-61.0,-56.0,-53.0,-58,-63,-60,-58,-57,-52,-55
6665,0.70-0.74,Strong,SI1,EX,GD,EX,-61.0,-59.0,-56.0,-56,-55,-53,-50,-48,-51,-54
6666,0.70-0.74,Strong,SI2,EX,GD,EX,-61.0,-60.0,-60.0,-60,-57,-53,-52,-53,-51,-55
6667,0.70-0.74,Strong,VS1,EX,GD,EX,-58.0,-59.0,-57.0,-54,-59,-53,-51,-51,-53,-59
6668,0.70-0.74,Strong,VS2,EX,GD,EX,-62.0,-60.0,-58.0,-58,-57,-56,-53,-54,-54,-58
6669,0.70-0.74,Strong,VVS1,EX,GD,EX,-57.0,-56.0,-52.0,-59,-62,-60,-57,-54,-57,-56
6670,0.70-0.74,Strong,VVS2,EX,GD,EX,-62.0,-59.0,-57.0,-60,-63,-59,-57,-57,-56,-61
6671,0.75-0.79,Strong,IF,EX,GD,EX,-55.0,-51.0,-49.0,-53,-57,-55,-52,-50,-51,-52
6672,0.75-0.79,Strong,SI1,EX,GD,EX,-56.0,-54.0,-54.0,-49,-48,-44,-41,-47,-44,-52
6673,0.75-0.79,Strong,SI2,EX,GD,EX,-59.0,-56.0,-58.0,-53,-48,-48,-41,-48,-47,-48
6674,0.75-0.79,Strong,VS1,EX,GD,EX,-52.0,-51.0,-52.0,-50,-52,-48,-45,-48,-47,-52
6675,0.75-0.79,Strong,VS2,EX,GD,EX,-57.0,-58.0,-56.0,-53,-50,-47,-45,-48,-45,-54
6676,0.75-0.79,Strong,VVS1,EX,GD,EX,-52.0,-49.0,-47.0,-53,-57,-55,-50,-51,-48,-51
6677,0.75-0.79,Strong,VVS2,EX,GD,EX,-56.0,-56.0,-54.0,-59,-59,-54,-51,-52,-48,-57
6678,0.80-0.89,Strong,IF,EX,GD,EX,-52.0,-47.0,-44.0,-47,-50,-46,-45,-40,-44,-46
6679,0.80-0.89,Strong,SI1,EX,GD,EX,-47.0,-47.0,-46.0,-46,-44,-40,-39,-44,-43,-47
6680,0.80-0.89,Strong,SI2,EX,GD,EX,-49.0,-52.0,-52.0,-50,-47,-45,-40,-42,-44,-47
6681,0.80-0.89,Strong,VS1,EX,GD,EX,-51.0,-49.0,-48.0,-48,-47,-48,-43,-37,-44,-47
6682,0.80-0.89,Strong,VS2,EX,GD,EX,-51.0,-51.0,-50.0,-46,-46,-48,-41,-40,-43,-47
6683,0.80-0.89,Strong,VVS1,EX,GD,EX,-47.0,-45.0,-45.0,-46,-49,-48,-45,-42,-43,-49
6684,0.80-0.89,Strong,VVS2,EX,GD,EX,-50.0,-49.0,-50.0,-51,-52,-50,-45,-37,-47,-54
6685,0.90-0.94,Strong,IF,EX,GD,EX,-61.0,-61.0,-61.0,-62,-62,-53,-52,-53,-56,-59
6686,0.90-0.94,Strong,SI1,EX,GD,EX,-57.0,-54.0,-55.0,-53,-54,-54,-54,-51,-54,-56
6687,0.90-0.94,Strong,SI2,EX,GD,EX,-61.0,-60.0,-57.0,-58,-57,-52,-52,-55,-52,-53
6688,0.90-0.94,Strong,VS1,EX,GD,EX,-65.0,-61.0,-57.0,-56,-58,-55,-53,-52,-53,-54
6689,0.90-0.94,Strong,VS2,EX,GD,EX,-63.0,-58.0,-58.0,-55,-57,-55,-55,-54,-54,-53
6690,0.90-0.94,Strong,VVS1,EX,GD,EX,-61.0,-59.0,-58.0,-60,-62,-54,-53,-52,-56,-57
6691,0.90-0.94,Strong,VVS2,EX,GD,EX,-65.0,-62.0,-59.0,-60,-62,-57,-56,-56,-57,-56
6692,0.95-0.99,Strong,IF,EX,GD,EX,-57.0,-55.0,-55.0,-61,-59,-52,-47,-48,-51,-50
6693,0.95-0.99,Strong,SI1,EX,GD,EX,-55.0,-53.0,-54.0,-51,-51,-51,-51,-46,-46,-50
6694,0.95-0.99,Strong,SI2,EX,GD,EX,-61.0,-57.0,-56.0,-51,-52,-49,-48,-46,-47,-50
6695,0.95-0.99,Strong,VS1,EX,GD,EX,-61.0,-57.0,-54.0,-52,-51,-50,-48,-49,-50,-51
6696,0.95-0.99,Strong,VS2,EX,GD,EX,-53.0,-52.0,-55.0,-51,-54,-52,-54,-49,-49,-50
6697,0.95-0.99,Strong,VVS1,EX,GD,EX,-59.0,-56.0,-57.0,-57,-57,-53,-48,-48,-53,-54
6698,0.95-0.99,Strong,VVS2,EX,GD,EX,-61.0,-60.0,-56.0,-57,-55,-52,-51,-47,-53,-53
6699,0.30-0.34,Strong,IF,VG,GD,EX,-72.0,-66.0,-64.0,-67,-68,-67,-67,-65,-60,-62
6700,0.30-0.34,Strong,SI1,VG,GD,EX,-67.0,-68.0,-67.0,-62,-60,-62,-58,-57,-57,-55
6701,0.30-0.34,Strong,SI2,VG,GD,EX,-67.0,-69.0,-66.0,-60,-59,-60,-56,-59,-59,-55
6702,0.30-0.34,Strong,VS1,VG,GD,EX,-64.0,-67.0,-65.0,-62,-61,-62,-61,-58,-57,-58
6703,0.30-0.34,Strong,VS2,VG,GD,EX,-68.0,-68.0,-66.0,-62,-60,-63,-61,-57,-58,-56
6704,0.30-0.34,Strong,VVS1,VG,GD,EX,-69.0,-64.0,-62.0,-66,-66,-65,-65,-63,-59,-65
6705,0.30-0.34,Strong,VVS2,VG,GD,EX,-70.0,-68.0,-66.0,-64,-65,-66,-66,-62,-61,-63
6706,0.35-0.39,Strong,IF,VG,GD,EX,-71.0,-59.0,-62.0,-64,-65,-64,-63,-63,-61,-57
6707,0.35-0.39,Strong,SI1,VG,GD,EX,-66.0,-70.0,-66.0,-63,-60,-58,-49,-55,-54,-55
6708,0.35-0.39,Strong,SI2,VG,GD,EX,-68.0,-69.0,-65.0,-61,-61,-59,-54,-59,-55,-55
6709,0.35-0.39,Strong,VS1,VG,GD,EX,-67.0,-70.0,-66.0,-63,-62,-61,-55,-58,-55,-56
6710,0.35-0.39,Strong,VS2,VG,GD,EX,-70.0,-71.0,-67.0,-63,-60,-61,-53,-56,-57,-56
6711,0.35-0.39,Strong,VVS1,VG,GD,EX,-67.0,-61.0,-62.0,-64,-64,-63,-60,-62,-60,-58
6712,0.35-0.39,Strong,VVS2,VG,GD,EX,-70.0,-68.0,-65.0,-66,-65,-64,-59,-62,-59,-61
6713,0.40-0.44,Strong,IF,VG,GD,EX,-58.0,-52.0,-52.0,-56,-54,-58,-57,-58,-55,-59
6714,0.40-0.44,Strong,IF,VG,GD,EX,-58.0,-52.0,-52.0,-56,-54,-58,-57,-58,-55,-59
6715,0.40-0.44,Strong,SI1,VG,GD,EX,-63.0,-60.0,-59.0,-55,-53,-54,-52,-53,-55,-52
6716,0.40-0.44,Strong,SI1,VG,GD,EX,-63.0,-60.0,-59.0,-55,-53,-54,-52,-53,-55,-52
6717,0.40-0.44,Strong,SI2,VG,GD,EX,-65.0,-65.0,-62.0,-58,-55,-54,-53,-50,-48,-50
6718,0.40-0.44,Strong,SI2,VG,GD,EX,-65.0,-65.0,-62.0,-58,-55,-54,-53,-50,-48,-50
6719,0.40-0.44,Strong,VS1,VG,GD,EX,-62.0,-58.0,-57.0,-53,-52,-60,-57,-56,-57,-57
6720,0.40-0.44,Strong,VS1,VG,GD,EX,-62.0,-58.0,-57.0,-53,-52,-60,-57,-56,-57,-57
6721,0.40-0.44,Strong,VS2,VG,GD,EX,-63.0,-62.0,-60.0,-55,-52,-60,-56,-56,-58,-55
6722,0.40-0.44,Strong,VS2,VG,GD,EX,-63.0,-62.0,-60.0,-55,-52,-60,-56,-56,-58,-55
6723,0.40-0.44,Strong,VVS1,VG,GD,EX,-57.0,-51.0,-52.0,-54,-54,-59,-59,-59,-54,-57
6724,0.40-0.44,Strong,VVS1,VG,GD,EX,-57.0,-51.0,-52.0,-54,-54,-59,-59,-59,-54,-57
6725,0.40-0.44,Strong,VVS2,VG,GD,EX,-61.0,-57.0,-55.0,-55,-55,-61,-59,-60,-60,-59
6726,0.40-0.44,Strong,VVS2,VG,GD,EX,-61.0,-57.0,-55.0,-55,-55,-61,-59,-60,-60,-59
6727,0.45-0.49,Strong,IF,VG,GD,EX,-59.0,-49.0,-46.0,-46,-48,-50,-47,-60,-54,-52
6728,0.45-0.49,Strong,SI1,VG,GD,EX,-60.0,-55.0,-53.0,-50,-47,-49,-50,-50,-50,-55
6729,0.45-0.49,Strong,SI2,VG,GD,EX,-66.0,-63.0,-59.0,-55,-51,-50,-50,-50,-49,-57
6730,0.45-0.49,Strong,VS1,VG,GD,EX,-59.0,-54.0,-52.0,-47,-48,-52,-54,-52,-54,-56
6731,0.45-0.49,Strong,VS2,VG,GD,EX,-55.0,-57.0,-55.0,-50,-46,-50,-51,-52,-52,-56
6732,0.45-0.49,Strong,VVS1,VG,GD,EX,-55.0,-47.0,-46.0,-49,-49,-55,-51,-57,-52,-53
6733,0.45-0.49,Strong,VVS2,VG,GD,EX,-62.0,-56.0,-52.0,-50,-50,-54,-57,-56,-55,-61
6734,0.50-0.59,Strong,IF,VG,GD,EX,-73.0,-67.0,-66.0,-64,-69,-67,-62,-61,-62,-61
6735,0.50-0.59,Strong,SI1,VG,GD,EX,-71.0,-72.0,-73.0,-68,-65,-64,-62,-61,-59,-61
6736,0.50-0.59,Strong,SI2,VG,GD,EX,-70.0,-71.0,-72.0,-68,-67,-67,-62,-62,-59,-56
6737,0.50-0.59,Strong,VS1,VG,GD,EX,-73.0,-71.0,-71.0,-68,-68,-64,-60,-60,-58,-58
6738,0.50-0.59,Strong,VS2,VG,GD,EX,-73.0,-73.0,-72.0,-69,-68,-64,-62,-63,-57,-58
6739,0.50-0.59,Strong,VVS1,VG,GD,EX,-73.0,-66.0,-66.0,-65,-69,-68,-64,-61,-61,-63
6740,0.50-0.59,Strong,VVS2,VG,GD,EX,-73.0,-73.0,-71.0,-67,-68,-67,-65,-65,-60,-63
6741,0.70-0.74,Strong,IF,VG,GD,EX,-69.0,-65.0,-60.0,-65,-70,-67,-64,-63,-58,-61
6742,0.70-0.74,Strong,SI1,VG,GD,EX,-69.0,-67.0,-63.0,-62,-61,-59,-56,-55,-58,-61
6743,0.70-0.74,Strong,SI2,VG,GD,EX,-69.0,-68.0,-67.0,-66,-63,-59,-58,-60,-58,-62
6744,0.70-0.74,Strong,VS1,VG,GD,EX,-66.0,-67.0,-65.0,-61,-66,-60,-58,-57,-59,-65
6745,0.70-0.74,Strong,VS2,VG,GD,EX,-70.0,-68.0,-66.0,-65,-64,-63,-60,-60,-60,-64
6746,0.70-0.74,Strong,VVS1,VG,GD,EX,-65.0,-65.0,-59.0,-66,-69,-67,-63,-60,-63,-62
6747,0.70-0.74,Strong,VVS2,VG,GD,EX,-70.0,-68.0,-64.0,-67,-70,-66,-63,-63,-62,-67
6748,0.75-0.79,Strong,IF,VG,GD,EX,-63.0,-59.0,-57.0,-60,-64,-62,-59,-56,-57,-58
6749,0.75-0.79,Strong,SI1,VG,GD,EX,-64.0,-62.0,-62.0,-56,-55,-51,-48,-53,-50,-58
6750,0.75-0.79,Strong,SI2,VG,GD,EX,-67.0,-64.0,-66.0,-60,-55,-55,-48,-54,-53,-54
6751,0.75-0.79,Strong,VS1,VG,GD,EX,-60.0,-59.0,-60.0,-57,-59,-55,-51,-53,-52,-57
6752,0.75-0.79,Strong,VS2,VG,GD,EX,-65.0,-66.0,-64.0,-60,-57,-54,-51,-53,-50,-59
6753,0.75-0.79,Strong,VVS1,VG,GD,EX,-60.0,-57.0,-55.0,-60,-64,-62,-57,-57,-54,-57
6754,0.75-0.79,Strong,VVS2,VG,GD,EX,-64.0,-64.0,-62.0,-66,-66,-61,-58,-58,-54,-63
6755,0.80-0.89,Strong,IF,VG,GD,EX,-61.0,-56.0,-53.0,-55,-58,-52,-52,-47,-51,-53
6756,0.80-0.89,Strong,SI1,VG,GD,EX,-55.0,-55.0,-53.0,-53,-51,-47,-46,-50,-49,-53
6757,0.80-0.89,Strong,SI2,VG,GD,EX,-57.0,-60.0,-59.0,-57,-54,-52,-47,-48,-50,-53
6758,0.80-0.89,Strong,VS1,VG,GD,EX,-59.0,-57.0,-56.0,-56,-55,-54,-49,-43,-50,-53
6759,0.80-0.89,Strong,VS2,VG,GD,EX,-59.0,-59.0,-58.0,-54,-54,-54,-47,-46,-49,-53
6760,0.80-0.89,Strong,VVS1,VG,GD,EX,-56.0,-54.0,-54.0,-54,-57,-54,-52,-49,-50,-56
6761,0.80-0.89,Strong,VVS2,VG,GD,EX,-59.0,-58.0,-59.0,-59,-60,-56,-52,-44,-54,-61
6762,0.90-0.94,Strong,IF,VG,GD,EX,-71.0,-71.0,-71.0,-72,-72,-62,-60,-61,-64,-67
6763,0.90-0.94,Strong,SI1,VG,GD,EX,-68.0,-64.0,-64.0,-62,-63,-62,-61,-58,-61,-63
6764,0.90-0.94,Strong,SI2,VG,GD,EX,-72.0,-70.0,-66.0,-67,-66,-60,-59,-62,-59,-60
6765,0.90-0.94,Strong,VS1,VG,GD,EX,-73.0,-71.0,-67.0,-66,-68,-64,-61,-60,-61,-62
6766,0.90-0.94,Strong,VS2,VG,GD,EX,-73.0,-68.0,-68.0,-65,-67,-64,-63,-62,-62,-61
6767,0.90-0.94,Strong,VVS1,VG,GD,EX,-71.0,-69.0,-68.0,-70,-72,-63,-61,-60,-64,-65
6768,0.90-0.94,Strong,VVS2,VG,GD,EX,-73.0,-72.0,-69.0,-70,-72,-66,-64,-64,-65,-64
6769,0.95-0.99,Strong,IF,VG,GD,EX,-66.0,-64.0,-64.0,-70,-68,-61,-56,-56,-59,-58
6770,0.95-0.99,Strong,SI1,VG,GD,EX,-64.0,-62.0,-62.0,-60,-60,-60,-59,-53,-53,-57
6771,0.95-0.99,Strong,SI2,VG,GD,EX,-70.0,-66.0,-64.0,-60,-61,-58,-56,-53,-54,-57
6772,0.95-0.99,Strong,VS1,VG,GD,EX,-70.0,-66.0,-62.0,-61,-60,-59,-56,-55,-56,-57
6773,0.95-0.99,Strong,VS2,VG,GD,EX,-62.0,-61.0,-63.0,-60,-63,-61,-62,-55,-55,-56
6774,0.95-0.99,Strong,VVS1,VG,GD,EX,-68.0,-65.0,-66.0,-66,-66,-62,-57,-56,-61,-62
6775,0.95-0.99,Strong,VVS2,VG,GD,EX,-70.0,-69.0,-65.0,-66,-64,-61,-60,-55,-61,-61
6776,0.30-0.34,Very Strong,IF,EX,GD,EX,-69.0,-64.0,-63.0,-66,-67,-66,-66,-65,-60,-62
6777,0.30-0.34,Very Strong,SI1,EX,GD,EX,-66.0,-67.0,-66.0,-61,-59,-61,-57,-57,-57,-55
6778,0.30-0.34,Very Strong,SI2,EX,GD,EX,-66.0,-68.0,-65.0,-59,-58,-59,-55,-59,-59,-55
6779,0.30-0.34,Very Strong,VS1,EX,GD,EX,-63.0,-66.0,-64.0,-61,-60,-61,-60,-58,-57,-58
6780,0.30-0.34,Very Strong,VS2,EX,GD,EX,-67.0,-67.0,-65.0,-61,-59,-62,-60,-57,-58,-56
6781,0.30-0.34,Very Strong,VVS1,EX,GD,EX,-66.0,-62.0,-61.0,-65,-65,-64,-64,-63,-59,-65
6782,0.30-0.34,Very Strong,VVS2,EX,GD,EX,-67.0,-66.0,-65.0,-63,-64,-65,-65,-62,-61,-63
6783,0.35-0.39,Very Strong,IF,EX,GD,EX,-66.0,-54.0,-59.0,-63,-63,-63,-62,-62,-60,-56
6784,0.35-0.39,Very Strong,SI1,EX,GD,EX,-63.0,-67.0,-65.0,-62,-59,-57,-48,-55,-54,-55
6785,0.35-0.39,Very Strong,SI2,EX,GD,EX,-65.0,-66.0,-64.0,-60,-60,-58,-53,-59,-55,-55
6786,0.35-0.39,Very Strong,VS1,EX,GD,EX,-62.0,-67.0,-65.0,-62,-61,-60,-54,-57,-54,-55
6787,0.35-0.39,Very Strong,VS2,EX,GD,EX,-65.0,-68.0,-66.0,-62,-59,-60,-52,-55,-56,-55
6788,0.35-0.39,Very Strong,VVS1,EX,GD,EX,-62.0,-56.0,-59.0,-63,-62,-62,-59,-61,-59,-57
6789,0.35-0.39,Very Strong,VVS2,EX,GD,EX,-65.0,-63.0,-62.0,-65,-63,-63,-58,-61,-58,-60
6790,0.40-0.44,Very Strong,IF,EX,GD,EX,-56.0,-51.0,-51.0,-55,-53,-57,-55,-56,-53,-57
6791,0.40-0.44,Very Strong,IF,EX,GD,EX,-56.0,-51.0,-51.0,-55,-53,-57,-55,-56,-53,-57
6792,0.40-0.44,Very Strong,SI1,EX,GD,EX,-62.0,-59.0,-57.0,-53,-52,-53,-51,-53,-55,-52
6793,0.40-0.44,Very Strong,SI1,EX,GD,EX,-62.0,-59.0,-57.0,-53,-52,-53,-51,-53,-55,-52
6794,0.40-0.44,Very Strong,SI2,EX,GD,EX,-64.0,-64.0,-60.0,-56,-54,-53,-52,-50,-48,-50
6795,0.40-0.44,Very Strong,SI2,EX,GD,EX,-64.0,-64.0,-60.0,-56,-54,-53,-52,-50,-48,-50
6796,0.40-0.44,Very Strong,VS1,EX,GD,EX,-61.0,-57.0,-56.0,-52,-51,-59,-56,-55,-56,-56
6797,0.40-0.44,Very Strong,VS1,EX,GD,EX,-61.0,-57.0,-56.0,-52,-51,-59,-56,-55,-56,-56
6798,0.40-0.44,Very Strong,VS2,EX,GD,EX,-62.0,-61.0,-59.0,-54,-51,-59,-55,-55,-57,-54
6799,0.40-0.44,Very Strong,VS2,EX,GD,EX,-62.0,-61.0,-59.0,-54,-51,-59,-55,-55,-57,-54
6800,0.40-0.44,Very Strong,VVS1,EX,GD,EX,-55.0,-50.0,-51.0,-53,-53,-58,-57,-57,-52,-55
6801,0.40-0.44,Very Strong,VVS1,EX,GD,EX,-55.0,-50.0,-51.0,-53,-53,-58,-57,-57,-52,-55
6802,0.40-0.44,Very Strong,VVS2,EX,GD,EX,-59.0,-56.0,-54.0,-54,-54,-60,-57,-58,-58,-57
6803,0.40-0.44,Very Strong,VVS2,EX,GD,EX,-59.0,-56.0,-54.0,-54,-54,-60,-57,-58,-58,-57
6804,0.45-0.49,Very Strong,IF,EX,GD,EX,-51.0,-42.0,-40.0,-40,-43,-45,-42,-54,-48,-46
6805,0.45-0.49,Very Strong,SI1,EX,GD,EX,-53.0,-49.0,-47.0,-44,-42,-44,-44,-45,-45,-50
6806,0.45-0.49,Very Strong,SI2,EX,GD,EX,-59.0,-57.0,-53.0,-49,-46,-45,-44,-45,-44,-52
6807,0.45-0.49,Very Strong,VS1,EX,GD,EX,-51.0,-47.0,-46.0,-41,-43,-47,-49,-47,-49,-51
6808,0.45-0.49,Very Strong,VS2,EX,GD,EX,-47.0,-50.0,-49.0,-44,-41,-45,-46,-47,-47,-51
6809,0.45-0.49,Very Strong,VVS1,EX,GD,EX,-47.0,-40.0,-40.0,-43,-44,-50,-46,-51,-46,-47
6810,0.45-0.49,Very Strong,VVS2,EX,GD,EX,-54.0,-49.0,-46.0,-44,-45,-49,-52,-50,-49,-55
6811,0.50-0.59,Very Strong,IF,EX,GD,EX,-67.0,-63.0,-64.0,-63,-67,-66,-62,-61,-62,-61
6812,0.50-0.59,Very Strong,SI1,EX,GD,EX,-67.0,-68.0,-69.0,-67,-63,-63,-62,-61,-59,-61
6813,0.50-0.59,Very Strong,SI2,EX,GD,EX,-66.0,-67.0,-68.0,-67,-65,-66,-62,-62,-59,-56
6814,0.50-0.59,Very Strong,VS1,EX,GD,EX,-69.0,-68.0,-68.0,-66,-66,-64,-60,-60,-58,-58
6815,0.50-0.59,Very Strong,VS2,EX,GD,EX,-70.0,-70.0,-69.0,-67,-66,-64,-62,-63,-57,-58
6816,0.50-0.59,Very Strong,VVS1,EX,GD,EX,-67.0,-62.0,-64.0,-64,-67,-67,-64,-61,-61,-63
6817,0.50-0.59,Very Strong,VVS2,EX,GD,EX,-71.0,-69.0,-69.0,-66,-66,-66,-65,-65,-60,-63
6818,0.70-0.74,Very Strong,IF,EX,GD,EX,-66.0,-61.0,-58.0,-63,-68,-65,-63,-62,-57,-60
6819,0.70-0.74,Very Strong,SI1,EX,GD,EX,-66.0,-64.0,-61.0,-61,-60,-58,-55,-53,-56,-59
6820,0.70-0.74,Very Strong,SI2,EX,GD,EX,-66.0,-65.0,-65.0,-65,-62,-58,-57,-58,-56,-60
6821,0.70-0.74,Very Strong,VS1,EX,GD,EX,-63.0,-64.0,-62.0,-59,-64,-58,-56,-56,-58,-64
6822,0.70-0.74,Very Strong,VS2,EX,GD,EX,-67.0,-65.0,-63.0,-63,-62,-61,-58,-59,-59,-63
6823,0.70-0.74,Very Strong,VVS1,EX,GD,EX,-62.0,-61.0,-57.0,-64,-67,-65,-62,-59,-62,-61
6824,0.70-0.74,Very Strong,VVS2,EX,GD,EX,-67.0,-64.0,-62.0,-65,-68,-64,-62,-62,-61,-66
6825,0.75-0.79,Very Strong,IF,EX,GD,EX,-60.0,-56.0,-54.0,-58,-62,-60,-57,-55,-56,-57
6826,0.75-0.79,Very Strong,SI1,EX,GD,EX,-61.0,-59.0,-59.0,-54,-53,-49,-46,-52,-49,-57
6827,0.75-0.79,Very Strong,SI2,EX,GD,EX,-64.0,-61.0,-63.0,-58,-53,-53,-46,-53,-52,-53
6828,0.75-0.79,Very Strong,VS1,EX,GD,EX,-57.0,-56.0,-57.0,-55,-57,-53,-50,-53,-52,-57
6829,0.75-0.79,Very Strong,VS2,EX,GD,EX,-62.0,-63.0,-61.0,-58,-55,-52,-50,-53,-50,-59
6830,0.75-0.79,Very Strong,VVS1,EX,GD,EX,-57.0,-54.0,-52.0,-58,-62,-60,-55,-56,-53,-56
6831,0.75-0.79,Very Strong,VVS2,EX,GD,EX,-61.0,-61.0,-59.0,-64,-64,-59,-56,-57,-53,-62
6832,0.80-0.89,Very Strong,IF,EX,GD,EX,-57.0,-52.0,-49.0,-52,-55,-51,-50,-45,-49,-51
6833,0.80-0.89,Very Strong,SI1,EX,GD,EX,-52.0,-52.0,-51.0,-51,-49,-45,-44,-49,-48,-52
6834,0.80-0.89,Very Strong,SI2,EX,GD,EX,-54.0,-57.0,-57.0,-55,-52,-50,-45,-47,-49,-52
6835,0.80-0.89,Very Strong,VS1,EX,GD,EX,-56.0,-54.0,-53.0,-53,-52,-53,-48,-42,-49,-52
6836,0.80-0.89,Very Strong,VS2,EX,GD,EX,-56.0,-56.0,-55.0,-51,-51,-53,-46,-45,-48,-52
6837,0.80-0.89,Very Strong,VVS1,EX,GD,EX,-52.0,-50.0,-50.0,-51,-54,-53,-50,-47,-48,-54
6838,0.80-0.89,Very Strong,VVS2,EX,GD,EX,-55.0,-54.0,-55.0,-56,-57,-55,-50,-42,-52,-59
6839,0.90-0.94,Very Strong,IF,EX,GD,EX,-66.0,-66.0,-66.0,-67,-67,-58,-57,-58,-61,-64
6840,0.90-0.94,Very Strong,SI1,EX,GD,EX,-62.0,-59.0,-60.0,-58,-59,-59,-59,-56,-59,-61
6841,0.90-0.94,Very Strong,SI2,EX,GD,EX,-66.0,-65.0,-62.0,-63,-62,-57,-57,-60,-57,-58
6842,0.90-0.94,Very Strong,VS1,EX,GD,EX,-70.0,-66.0,-62.0,-61,-63,-60,-58,-57,-58,-59
6843,0.90-0.94,Very Strong,VS2,EX,GD,EX,-68.0,-63.0,-63.0,-60,-62,-60,-60,-59,-59,-58
6844,0.90-0.94,Very Strong,VVS1,EX,GD,EX,-66.0,-64.0,-63.0,-65,-67,-59,-58,-57,-61,-62
6845,0.90-0.94,Very Strong,VVS2,EX,GD,EX,-70.0,-67.0,-64.0,-65,-67,-62,-61,-61,-62,-61
6846,0.95-0.99,Very Strong,IF,EX,GD,EX,-62.0,-60.0,-60.0,-66,-64,-57,-52,-53,-56,-55
6847,0.95-0.99,Very Strong,SI1,EX,GD,EX,-60.0,-58.0,-59.0,-56,-56,-56,-56,-51,-51,-55
6848,0.95-0.99,Very Strong,SI2,EX,GD,EX,-66.0,-62.0,-61.0,-56,-57,-54,-53,-51,-52,-55
6849,0.95-0.99,Very Strong,VS1,EX,GD,EX,-66.0,-62.0,-59.0,-57,-56,-55,-53,-54,-55,-56
6850,0.95-0.99,Very Strong,VS2,EX,GD,EX,-58.0,-57.0,-60.0,-56,-59,-57,-59,-54,-54,-55
6851,0.95-0.99,Very Strong,VVS1,EX,GD,EX,-64.0,-61.0,-62.0,-62,-62,-58,-53,-53,-58,-59
6852,0.95-0.99,Very Strong,VVS2,EX,GD,EX,-66.0,-65.0,-61.0,-62,-60,-57,-56,-52,-58,-58
6853,0.30-0.34,Very Strong,IF,VG,GD,EX,-77.0,-71.0,-69.0,-72,-73,-72,-72,-70,-65,-67
6854,0.30-0.34,Very Strong,SI1,VG,GD,EX,-72.0,-73.0,-72.0,-67,-65,-67,-63,-62,-62,-60
6855,0.30-0.34,Very Strong,SI2,VG,GD,EX,-72.0,-74.0,-71.0,-65,-64,-65,-61,-64,-64,-60
6856,0.30-0.34,Very Strong,VS1,VG,GD,EX,-69.0,-72.0,-70.0,-67,-66,-67,-66,-63,-62,-63
6857,0.30-0.34,Very Strong,VS2,VG,GD,EX,-73.0,-73.0,-71.0,-67,-65,-68,-66,-62,-63,-61
6858,0.30-0.34,Very Strong,VVS1,VG,GD,EX,-74.0,-69.0,-67.0,-71,-71,-70,-70,-68,-64,-70
6859,0.30-0.34,Very Strong,VVS2,VG,GD,EX,-75.0,-73.0,-71.0,-69,-70,-71,-71,-67,-66,-68
6860,0.35-0.39,Very Strong,IF,VG,GD,EX,-76.0,-64.0,-67.0,-69,-70,-69,-68,-68,-66,-62
