,Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size
0,-0.33,RO,D,IF,EX,EX,EX,None,1.01-1.09
1,-0.35,RO,E,IF,EX,EX,EX,None,1.01-1.09
2,-0.34,RO,F,IF,EX,EX,EX,None,1.01-1.09
3,-0.35,RO,G,IF,EX,EX,EX,None,1.01-1.09
4,-0.36,RO,H,IF,EX,EX,EX,None,1.01-1.09
5,-0.36,RO,I,IF,EX,EX,EX,None,1.01-1.09
6,-0.34,RO,J,IF,EX,EX,EX,None,1.01-1.09
7,-0.34,RO,K,IF,EX,EX,EX,None,1.01-1.09
8,-0.33,RO,L,IF,EX,EX,EX,None,1.01-1.09
9,-0.32,RO,M,IF,EX,EX,EX,None,1.01-1.09
10,-0.33,RO,D,VVS1,EX,EX,EX,None,1.01-1.09
11,-0.36,RO,E,VVS1,EX,EX,EX,None,1.01-1.09
12,-0.35,RO,F,VVS1,EX,EX,EX,None,1.01-1.09
13,-0.36,RO,G,VVS1,EX,EX,EX,None,1.01-1.09
14,-0.35,RO,H,VVS1,EX,EX,EX,None,1.01-1.09
15,-0.35,RO,I,VVS1,EX,EX,EX,None,1.01-1.09
16,-0.33,RO,J,VVS1,EX,EX,EX,None,1.01-1.09
17,-0.32,RO,K,VVS1,EX,EX,EX,None,1.01-1.09
18,-0.32,RO,L,VVS1,EX,EX,EX,None,1.01-1.09
19,-0.32,RO,M,VVS1,EX,EX,EX,None,1.01-1.09
20,-0.35,RO,D,VVS2,EX,EX,EX,None,1.01-1.09
21,-0.37,RO,E,VVS2,EX,EX,EX,None,1.01-1.09
22,-0.35,RO,F,VVS2,EX,EX,EX,None,1.01-1.09
23,-0.37,RO,G,VVS2,EX,EX,EX,None,1.01-1.09
24,-0.36,RO,H,VVS2,EX,EX,EX,None,1.01-1.09
25,-0.34,RO,I,VVS2,EX,EX,EX,None,1.01-1.09
26,-0.35,RO,J,VVS2,EX,EX,EX,None,1.01-1.09
27,-0.31,RO,K,VVS2,EX,EX,EX,None,1.01-1.09
28,-0.33,RO,L,VVS2,EX,EX,EX,None,1.01-1.09
29,-0.32,RO,M,VVS2,EX,EX,EX,None,1.01-1.09
30,-0.39,RO,D,VS1,EX,EX,EX,None,1.01-1.09
31,-0.39,RO,E,VS1,EX,EX,EX,None,1.01-1.09
32,-0.38,RO,F,VS1,EX,EX,EX,None,1.01-1.09
33,-0.37,RO,G,VS1,EX,EX,EX,None,1.01-1.09
34,-0.36,RO,H,VS1,EX,EX,EX,None,1.01-1.09
35,-0.35,RO,I,VS1,EX,EX,EX,None,1.01-1.09
36,-0.35,RO,J,VS1,EX,EX,EX,None,1.01-1.09
37,-0.34,RO,K,VS1,EX,EX,EX,None,1.01-1.09
38,-0.33,RO,L,VS1,EX,EX,EX,None,1.01-1.09
39,-0.33,RO,M,VS1,EX,EX,EX,None,1.01-1.09
40,-0.38,RO,D,VS2,EX,EX,EX,None,1.01-1.09
41,-0.39,RO,E,VS2,EX,EX,EX,None,1.01-1.09
42,-0.38,RO,F,VS2,EX,EX,EX,None,1.01-1.09
43,-0.38,RO,G,VS2,EX,EX,EX,None,1.01-1.09
44,-0.37,RO,H,VS2,EX,EX,EX,None,1.01-1.09
45,-0.35,RO,I,VS2,EX,EX,EX,None,1.01-1.09
46,-0.35,RO,J,VS2,EX,EX,EX,None,1.01-1.09
47,-0.34,RO,K,VS2,EX,EX,EX,None,1.01-1.09
48,-0.34,RO,L,VS2,EX,EX,EX,None,1.01-1.09
49,-0.33,RO,M,VS2,EX,EX,EX,None,1.01-1.09
50,-0.37,RO,D,SI1,EX,EX,EX,None,1.01-1.09
51,-0.36,RO,E,SI1,EX,EX,EX,None,1.01-1.09
52,-0.36,RO,F,SI1,EX,EX,EX,None,1.01-1.09
53,-0.35,RO,G,SI1,EX,EX,EX,None,1.01-1.09
54,-0.36,RO,H,SI1,EX,EX,EX,None,1.01-1.09
55,-0.35,RO,I,SI1,EX,EX,EX,None,1.01-1.09
56,-0.34,RO,J,SI1,EX,EX,EX,None,1.01-1.09
57,-0.33,RO,K,SI1,EX,EX,EX,None,1.01-1.09
58,-0.31,RO,L,SI1,EX,EX,EX,None,1.01-1.09
59,-0.32,RO,M,SI1,EX,EX,EX,None,1.01-1.09
60,-0.37,RO,D,SI2,EX,EX,EX,None,1.01-1.09
61,-0.37,RO,E,SI2,EX,EX,EX,None,1.01-1.09
62,-0.37,RO,F,SI2,EX,EX,EX,None,1.01-1.09
63,-0.36,RO,G,SI2,EX,EX,EX,None,1.01-1.09
64,-0.36,RO,H,SI2,EX,EX,EX,None,1.01-1.09
65,-0.37,RO,I,SI2,EX,EX,EX,None,1.01-1.09
66,-0.35,RO,J,SI2,EX,EX,EX,None,1.01-1.09
67,-0.34,RO,K,SI2,EX,EX,EX,None,1.01-1.09
68,-0.33,RO,L,SI2,EX,EX,EX,None,1.01-1.09
69,-0.33,RO,M,SI2,EX,EX,EX,None,1.01-1.09
70,-0.29,RO,D,I1,EX,EX,EX,None,1.01-1.09
71,-0.28,RO,E,I1,EX,EX,EX,None,1.01-1.09
72,-0.28,RO,F,I1,EX,EX,EX,None,1.01-1.09
73,-0.31,RO,G,I1,EX,EX,EX,None,1.01-1.09
74,-0.3,RO,H,I1,EX,EX,EX,None,1.01-1.09
75,-0.29,RO,I,I1,EX,EX,EX,None,1.01-1.09
76,-0.27,RO,J,I1,EX,EX,EX,None,1.01-1.09
77,-0.27,RO,K,I1,EX,EX,EX,None,1.01-1.09
78,-0.27,RO,L,I1,EX,EX,EX,None,1.01-1.09
79,-0.28,RO,M,I1,EX,EX,EX,None,1.01-1.09
80,-0.36,RO,D,IF,EX,DD,DD,None,1.01-1.09
81,-0.38,RO,E,IF,EX,DD,DD,None,1.01-1.09
82,-0.38,RO,F,IF,EX,DD,DD,None,1.01-1.09
83,-0.36,RO,G,IF,EX,DD,DD,None,1.01-1.09
84,-0.39,RO,H,IF,EX,DD,DD,None,1.01-1.09
85,-0.38,RO,I,IF,EX,DD,DD,None,1.01-1.09
86,-0.35,RO,J,IF,EX,DD,DD,None,1.01-1.09
87,-0.36,RO,K,IF,EX,DD,DD,None,1.01-1.09
88,-0.35,RO,L,IF,EX,DD,DD,None,1.01-1.09
89,-0.37,RO,M,IF,EX,DD,DD,None,1.01-1.09
90,-0.36,RO,D,VVS1,EX,DD,DD,None,1.01-1.09
91,-0.39,RO,E,VVS1,EX,DD,DD,None,1.01-1.09
92,-0.41,RO,F,VVS1,EX,DD,DD,None,1.01-1.09
93,-0.38,RO,G,VVS1,EX,DD,DD,None,1.01-1.09
94,-0.39,RO,H,VVS1,EX,DD,DD,None,1.01-1.09
95,-0.38,RO,I,VVS1,EX,DD,DD,None,1.01-1.09
96,-0.34,RO,J,VVS1,EX,DD,DD,None,1.01-1.09
97,-0.36,RO,K,VVS1,EX,DD,DD,None,1.01-1.09
98,-0.36,RO,L,VVS1,EX,DD,DD,None,1.01-1.09
99,-0.38,RO,M,VVS1,EX,DD,DD,None,1.01-1.09
100,-0.41,RO,D,VVS2,EX,DD,DD,None,1.01-1.09
101,-0.41,RO,E,VVS2,EX,DD,DD,None,1.01-1.09
102,-0.41,RO,F,VVS2,EX,DD,DD,None,1.01-1.09
103,-0.41,RO,G,VVS2,EX,DD,DD,None,1.01-1.09
104,-0.38,RO,H,VVS2,EX,DD,DD,None,1.01-1.09
105,-0.38,RO,I,VVS2,EX,DD,DD,None,1.01-1.09
106,-0.36,RO,J,VVS2,EX,DD,DD,None,1.01-1.09
107,-0.33,RO,K,VVS2,EX,DD,DD,None,1.01-1.09
108,-0.35,RO,L,VVS2,EX,DD,DD,None,1.01-1.09
109,-0.35,RO,M,VVS2,EX,DD,DD,None,1.01-1.09
110,-0.41,RO,D,VS1,EX,DD,DD,None,1.01-1.09
111,-0.44,RO,E,VS1,EX,DD,DD,None,1.01-1.09
112,-0.45,RO,F,VS1,EX,DD,DD,None,1.01-1.09
113,-0.43,RO,G,VS1,EX,DD,DD,None,1.01-1.09
114,-0.38,RO,H,VS1,EX,DD,DD,None,1.01-1.09
115,-0.39,RO,I,VS1,EX,DD,DD,None,1.01-1.09
116,-0.36,RO,J,VS1,EX,DD,DD,None,1.01-1.09
117,-0.39,RO,K,VS1,EX,DD,DD,None,1.01-1.09
118,-0.36,RO,L,VS1,EX,DD,DD,None,1.01-1.09
119,-0.36,RO,M,VS1,EX,DD,DD,None,1.01-1.09
120,-0.4,RO,D,VS2,EX,DD,DD,None,1.01-1.09
121,-0.41,RO,E,VS2,EX,DD,DD,None,1.01-1.09
122,-0.47,RO,F,VS2,EX,DD,DD,None,1.01-1.09
123,-0.43,RO,G,VS2,EX,DD,DD,None,1.01-1.09
124,-0.39,RO,H,VS2,EX,DD,DD,None,1.01-1.09
125,-0.38,RO,I,VS2,EX,DD,DD,None,1.01-1.09
126,-0.4,RO,J,VS2,EX,DD,DD,None,1.01-1.09
127,-0.37,RO,K,VS2,EX,DD,DD,None,1.01-1.09
128,-0.36,RO,L,VS2,EX,DD,DD,None,1.01-1.09
129,-0.35,RO,M,VS2,EX,DD,DD,None,1.01-1.09
130,-0.39,RO,D,SI1,EX,DD,DD,None,1.01-1.09
131,-0.38,RO,E,SI1,EX,DD,DD,None,1.01-1.09
132,-0.41,RO,F,SI1,EX,DD,DD,None,1.01-1.09
133,-0.38,RO,G,SI1,EX,DD,DD,None,1.01-1.09
134,-0.38,RO,H,SI1,EX,DD,DD,None,1.01-1.09
135,-0.37,RO,I,SI1,EX,DD,DD,None,1.01-1.09
136,-0.37,RO,J,SI1,EX,DD,DD,None,1.01-1.09
137,-0.35,RO,K,SI1,EX,DD,DD,None,1.01-1.09
138,-0.32,RO,L,SI1,EX,DD,DD,None,1.01-1.09
139,-0.36,RO,M,SI1,EX,DD,DD,None,1.01-1.09
140,-0.4,RO,D,SI2,EX,DD,DD,None,1.01-1.09
141,-0.41,RO,E,SI2,EX,DD,DD,None,1.01-1.09
142,-0.43,RO,F,SI2,EX,DD,DD,None,1.01-1.09
143,-0.41,RO,G,SI2,EX,DD,DD,None,1.01-1.09
144,-0.42,RO,H,SI2,EX,DD,DD,None,1.01-1.09
145,-0.4,RO,I,SI2,EX,DD,DD,None,1.01-1.09
146,-0.41,RO,J,SI2,EX,DD,DD,None,1.01-1.09
147,-0.37,RO,K,SI2,EX,DD,DD,None,1.01-1.09
148,-0.37,RO,L,SI2,EX,DD,DD,None,1.01-1.09
149,-0.39,RO,M,SI2,EX,DD,DD,None,1.01-1.09
150,-0.3,RO,D,I1,EX,DD,DD,None,1.01-1.09
151,-0.34,RO,E,I1,EX,DD,DD,None,1.01-1.09
152,-0.30000000000000004,RO,F,I1,EX,DD,DD,None,1.01-1.09
153,-0.34,RO,G,I1,EX,DD,DD,None,1.01-1.09
154,-0.36,RO,H,I1,EX,DD,DD,None,1.01-1.09
155,-0.33,RO,I,I1,EX,DD,DD,None,1.01-1.09
156,-0.29000000000000004,RO,J,I1,EX,DD,DD,None,1.01-1.09
157,-0.30000000000000004,RO,K,I1,EX,DD,DD,None,1.01-1.09
158,-0.31,RO,L,I1,EX,DD,DD,None,1.01-1.09
159,-0.36,RO,M,I1,EX,DD,DD,None,1.01-1.09
160,-0.5,RO,D,IF,VG,DD,DD,None,1.01-1.09
161,-0.49,RO,E,IF,VG,DD,DD,None,1.01-1.09
162,-0.47,RO,F,IF,VG,DD,DD,None,1.01-1.09
163,-0.46,RO,G,IF,VG,DD,DD,None,1.01-1.09
164,-0.46,RO,H,IF,VG,DD,DD,None,1.01-1.09
165,-0.45,RO,I,IF,VG,DD,DD,None,1.01-1.09
166,-0.43,RO,J,IF,VG,DD,DD,None,1.01-1.09
167,-0.42,RO,K,IF,VG,DD,DD,None,1.01-1.09
168,-0.42,RO,L,IF,VG,DD,DD,None,1.01-1.09
169,-0.41,RO,M,IF,VG,DD,DD,None,1.01-1.09
170,-0.49,RO,D,VVS1,VG,DD,DD,None,1.01-1.09
171,-0.49,RO,E,VVS1,VG,DD,DD,None,1.01-1.09
172,-0.49,RO,F,VVS1,VG,DD,DD,None,1.01-1.09
173,-0.47,RO,G,VVS1,VG,DD,DD,None,1.01-1.09
174,-0.45,RO,H,VVS1,VG,DD,DD,None,1.01-1.09
175,-0.45,RO,I,VVS1,VG,DD,DD,None,1.01-1.09
176,-0.42,RO,J,VVS1,VG,DD,DD,None,1.01-1.09
177,-0.4,RO,K,VVS1,VG,DD,DD,None,1.01-1.09
178,-0.41,RO,L,VVS1,VG,DD,DD,None,1.01-1.09
179,-0.41,RO,M,VVS1,VG,DD,DD,None,1.01-1.09
180,-0.5,RO,D,VVS2,VG,DD,DD,None,1.01-1.09
181,-0.5,RO,E,VVS2,VG,DD,DD,None,1.01-1.09
182,-0.5,RO,F,VVS2,VG,DD,DD,None,1.01-1.09
183,-0.49,RO,G,VVS2,VG,DD,DD,None,1.01-1.09
184,-0.46,RO,H,VVS2,VG,DD,DD,None,1.01-1.09
185,-0.46,RO,I,VVS2,VG,DD,DD,None,1.01-1.09
186,-0.43,RO,J,VVS2,VG,DD,DD,None,1.01-1.09
187,-0.41,RO,K,VVS2,VG,DD,DD,None,1.01-1.09
188,-0.42,RO,L,VVS2,VG,DD,DD,None,1.01-1.09
189,-0.4,RO,M,VVS2,VG,DD,DD,None,1.01-1.09
190,-0.52,RO,D,VS1,VG,DD,DD,None,1.01-1.09
191,-0.52,RO,E,VS1,VG,DD,DD,None,1.01-1.09
192,-0.52,RO,F,VS1,VG,DD,DD,None,1.01-1.09
193,-0.51,RO,G,VS1,VG,DD,DD,None,1.01-1.09
194,-0.47,RO,H,VS1,VG,DD,DD,None,1.01-1.09
195,-0.46,RO,I,VS1,VG,DD,DD,None,1.01-1.09
196,-0.42,RO,J,VS1,VG,DD,DD,None,1.01-1.09
197,-0.41,RO,K,VS1,VG,DD,DD,None,1.01-1.09
198,-0.42,RO,L,VS1,VG,DD,DD,None,1.01-1.09
199,-0.4,RO,M,VS1,VG,DD,DD,None,1.01-1.09
200,-0.51,RO,D,VS2,VG,DD,DD,None,1.01-1.09
201,-0.52,RO,E,VS2,VG,DD,DD,None,1.01-1.09
202,-0.51,RO,F,VS2,VG,DD,DD,None,1.01-1.09
203,-0.49,RO,G,VS2,VG,DD,DD,None,1.01-1.09
204,-0.48,RO,H,VS2,VG,DD,DD,None,1.01-1.09
205,-0.45,RO,I,VS2,VG,DD,DD,None,1.01-1.09
206,-0.42,RO,J,VS2,VG,DD,DD,None,1.01-1.09
207,-0.42,RO,K,VS2,VG,DD,DD,None,1.01-1.09
208,-0.42,RO,L,VS2,VG,DD,DD,None,1.01-1.09
209,-0.4,RO,M,VS2,VG,DD,DD,None,1.01-1.09
210,-0.46,RO,D,SI1,VG,DD,DD,None,1.01-1.09
211,-0.45,RO,E,SI1,VG,DD,DD,None,1.01-1.09
212,-0.46,RO,F,SI1,VG,DD,DD,None,1.01-1.09
213,-0.45,RO,G,SI1,VG,DD,DD,None,1.01-1.09
214,-0.46,RO,H,SI1,VG,DD,DD,None,1.01-1.09
215,-0.44,RO,I,SI1,VG,DD,DD,None,1.01-1.09
216,-0.41,RO,J,SI1,VG,DD,DD,None,1.01-1.09
217,-0.4,RO,K,SI1,VG,DD,DD,None,1.01-1.09
218,-0.37,RO,L,SI1,VG,DD,DD,None,1.01-1.09
219,-0.39,RO,M,SI1,VG,DD,DD,None,1.01-1.09
220,-0.45,RO,D,SI2,VG,DD,DD,None,1.01-1.09
221,-0.45,RO,E,SI2,VG,DD,DD,None,1.01-1.09
222,-0.46,RO,F,SI2,VG,DD,DD,None,1.01-1.09
223,-0.46,RO,G,SI2,VG,DD,DD,None,1.01-1.09
224,-0.46,RO,H,SI2,VG,DD,DD,None,1.01-1.09
225,-0.43,RO,I,SI2,VG,DD,DD,None,1.01-1.09
226,-0.42,RO,J,SI2,VG,DD,DD,None,1.01-1.09
227,-0.4,RO,K,SI2,VG,DD,DD,None,1.01-1.09
228,-0.38,RO,L,SI2,VG,DD,DD,None,1.01-1.09
229,-0.4,RO,M,SI2,VG,DD,DD,None,1.01-1.09
230,-0.4,RO,D,I1,VG,DD,DD,None,1.01-1.09
231,-0.4,RO,E,I1,VG,DD,DD,None,1.01-1.09
232,-0.39,RO,F,I1,VG,DD,DD,None,1.01-1.09
233,-0.41,RO,G,I1,VG,DD,DD,None,1.01-1.09
234,-0.39,RO,H,I1,VG,DD,DD,None,1.01-1.09
235,-0.38,RO,I,I1,VG,DD,DD,None,1.01-1.09
236,-0.37,RO,J,I1,VG,DD,DD,None,1.01-1.09
237,-0.37,RO,K,I1,VG,DD,DD,None,1.01-1.09
238,-0.35,RO,L,I1,VG,DD,DD,None,1.01-1.09
239,-0.37,RO,M,I1,VG,DD,DD,None,1.01-1.09
240,-0.68,RO,D,IF,GD,DD,DD,None,1.01-1.09
241,-0.67,RO,E,IF,GD,DD,DD,None,1.01-1.09
242,-0.62,RO,F,IF,GD,DD,DD,None,1.01-1.09
243,-0.61,RO,G,IF,GD,DD,DD,None,1.01-1.09
244,-0.61,RO,H,IF,GD,DD,DD,None,1.01-1.09
245,-0.6,RO,I,IF,GD,DD,DD,None,1.01-1.09
246,-0.59,RO,J,IF,GD,DD,DD,None,1.01-1.09
247,-0.5800000000000001,RO,K,IF,GD,DD,DD,None,1.01-1.09
248,-0.5800000000000001,RO,L,IF,GD,DD,DD,None,1.01-1.09
249,-0.5700000000000001,RO,M,IF,GD,DD,DD,None,1.01-1.09
250,-0.66,RO,D,VVS1,GD,DD,DD,None,1.01-1.09
251,-0.66,RO,E,VVS1,GD,DD,DD,None,1.01-1.09
252,-0.66,RO,F,VVS1,GD,DD,DD,None,1.01-1.09
253,-0.62,RO,G,VVS1,GD,DD,DD,None,1.01-1.09
254,-0.6,RO,H,VVS1,GD,DD,DD,None,1.01-1.09
255,-0.59,RO,I,VVS1,GD,DD,DD,None,1.01-1.09
256,-0.58,RO,J,VVS1,GD,DD,DD,None,1.01-1.09
257,-0.56,RO,K,VVS1,GD,DD,DD,None,1.01-1.09
258,-0.54,RO,L,VVS1,GD,DD,DD,None,1.01-1.09
259,-0.55,RO,M,VVS1,GD,DD,DD,None,1.01-1.09
260,-0.66,RO,D,VVS2,GD,DD,DD,None,1.01-1.09
261,-0.65,RO,E,VVS2,GD,DD,DD,None,1.01-1.09
262,-0.65,RO,F,VVS2,GD,DD,DD,None,1.01-1.09
263,-0.62,RO,G,VVS2,GD,DD,DD,None,1.01-1.09
264,-0.6099999999999999,RO,H,VVS2,GD,DD,DD,None,1.01-1.09
265,-0.59,RO,I,VVS2,GD,DD,DD,None,1.01-1.09
266,-0.6,RO,J,VVS2,GD,DD,DD,None,1.01-1.09
267,-0.5800000000000001,RO,K,VVS2,GD,DD,DD,None,1.01-1.09
268,-0.54,RO,L,VVS2,GD,DD,DD,None,1.01-1.09
269,-0.52,RO,M,VVS2,GD,DD,DD,None,1.01-1.09
270,-0.65,RO,D,VS1,GD,DD,DD,None,1.01-1.09
271,-0.64,RO,E,VS1,GD,DD,DD,None,1.01-1.09
272,-0.63,RO,F,VS1,GD,DD,DD,None,1.01-1.09
273,-0.6099999999999999,RO,G,VS1,GD,DD,DD,None,1.01-1.09
274,-0.57,RO,H,VS1,GD,DD,DD,None,1.01-1.09
275,-0.56,RO,I,VS1,GD,DD,DD,None,1.01-1.09
276,-0.5900000000000001,RO,J,VS1,GD,DD,DD,None,1.01-1.09
277,-0.5800000000000001,RO,K,VS1,GD,DD,DD,None,1.01-1.09
278,-0.54,RO,L,VS1,GD,DD,DD,None,1.01-1.09
279,-0.51,RO,M,VS1,GD,DD,DD,None,1.01-1.09
280,-0.64,RO,D,VS2,GD,DD,DD,None,1.01-1.09
281,-0.64,RO,E,VS2,GD,DD,DD,None,1.01-1.09
282,-0.62,RO,F,VS2,GD,DD,DD,None,1.01-1.09
283,-0.6,RO,G,VS2,GD,DD,DD,None,1.01-1.09
284,-0.59,RO,H,VS2,GD,DD,DD,None,1.01-1.09
285,-0.56,RO,I,VS2,GD,DD,DD,None,1.01-1.09
286,-0.5800000000000001,RO,J,VS2,GD,DD,DD,None,1.01-1.09
287,-0.5700000000000001,RO,K,VS2,GD,DD,DD,None,1.01-1.09
288,-0.56,RO,L,VS2,GD,DD,DD,None,1.01-1.09
289,-0.52,RO,M,VS2,GD,DD,DD,None,1.01-1.09
290,-0.61,RO,D,SI1,GD,DD,DD,None,1.01-1.09
291,-0.6,RO,E,SI1,GD,DD,DD,None,1.01-1.09
292,-0.59,RO,F,SI1,GD,DD,DD,None,1.01-1.09
293,-0.57,RO,G,SI1,GD,DD,DD,None,1.01-1.09
294,-0.56,RO,H,SI1,GD,DD,DD,None,1.01-1.09
295,-0.54,RO,I,SI1,GD,DD,DD,None,1.01-1.09
296,-0.55,RO,J,SI1,GD,DD,DD,None,1.01-1.09
297,-0.54,RO,K,SI1,GD,DD,DD,None,1.01-1.09
298,-0.5,RO,L,SI1,GD,DD,DD,None,1.01-1.09
299,-0.51,RO,M,SI1,GD,DD,DD,None,1.01-1.09
300,-0.6,RO,D,SI2,GD,DD,DD,None,1.01-1.09
301,-0.59,RO,E,SI2,GD,DD,DD,None,1.01-1.09
302,-0.6,RO,F,SI2,GD,DD,DD,None,1.01-1.09
303,-0.58,RO,G,SI2,GD,DD,DD,None,1.01-1.09
304,-0.56,RO,H,SI2,GD,DD,DD,None,1.01-1.09
305,-0.54,RO,I,SI2,GD,DD,DD,None,1.01-1.09
306,-0.55,RO,J,SI2,GD,DD,DD,None,1.01-1.09
307,-0.54,RO,K,SI2,GD,DD,DD,None,1.01-1.09
308,-0.51,RO,L,SI2,GD,DD,DD,None,1.01-1.09
309,-0.51,RO,M,SI2,GD,DD,DD,None,1.01-1.09
310,-0.47,RO,D,I1,GD,DD,DD,None,1.01-1.09
311,-0.47,RO,E,I1,GD,DD,DD,None,1.01-1.09
312,-0.45,RO,F,I1,GD,DD,DD,None,1.01-1.09
313,-0.47,RO,G,I1,GD,DD,DD,None,1.01-1.09
314,-0.45,RO,H,I1,GD,DD,DD,None,1.01-1.09
315,-0.44,RO,I,I1,GD,DD,DD,None,1.01-1.09
316,-0.44,RO,J,I1,GD,DD,DD,None,1.01-1.09
317,-0.44,RO,K,I1,GD,DD,DD,None,1.01-1.09
318,-0.44,RO,L,I1,GD,DD,DD,None,1.01-1.09
319,-0.46,RO,M,I1,GD,DD,DD,None,1.01-1.09
320,-0.41,RO,D,IF,EX,EX,EX,Faint,1.01-1.09
321,-0.41,RO,E,IF,EX,EX,EX,Faint,1.01-1.09
322,-0.4,RO,F,IF,EX,EX,EX,Faint,1.01-1.09
323,-0.41,RO,G,IF,EX,EX,EX,Faint,1.01-1.09
324,-0.41,RO,H,IF,EX,EX,EX,Faint,1.01-1.09
325,-0.39,RO,I,IF,EX,EX,EX,Faint,1.01-1.09
326,-0.38,RO,J,IF,EX,EX,EX,Faint,1.01-1.09
327,-0.36,RO,K,IF,EX,EX,EX,Faint,1.01-1.09
328,-0.35,RO,L,IF,EX,EX,EX,Faint,1.01-1.09
329,-0.34,RO,M,IF,EX,EX,EX,Faint,1.01-1.09
330,-0.41,RO,D,VVS1,EX,EX,EX,Faint,1.01-1.09
331,-0.42,RO,E,VVS1,EX,EX,EX,Faint,1.01-1.09
332,-0.41,RO,F,VVS1,EX,EX,EX,Faint,1.01-1.09
333,-0.4,RO,G,VVS1,EX,EX,EX,Faint,1.01-1.09
334,-0.4,RO,H,VVS1,EX,EX,EX,Faint,1.01-1.09
335,-0.39,RO,I,VVS1,EX,EX,EX,Faint,1.01-1.09
336,-0.36,RO,J,VVS1,EX,EX,EX,Faint,1.01-1.09
337,-0.34,RO,K,VVS1,EX,EX,EX,Faint,1.01-1.09
338,-0.34,RO,L,VVS1,EX,EX,EX,Faint,1.01-1.09
339,-0.34,RO,M,VVS1,EX,EX,EX,Faint,1.01-1.09
340,-0.43,RO,D,VVS2,EX,EX,EX,Faint,1.01-1.09
341,-0.43,RO,E,VVS2,EX,EX,EX,Faint,1.01-1.09
342,-0.42,RO,F,VVS2,EX,EX,EX,Faint,1.01-1.09
343,-0.4,RO,G,VVS2,EX,EX,EX,Faint,1.01-1.09
344,-0.39,RO,H,VVS2,EX,EX,EX,Faint,1.01-1.09
345,-0.36,RO,I,VVS2,EX,EX,EX,Faint,1.01-1.09
346,-0.38,RO,J,VVS2,EX,EX,EX,Faint,1.01-1.09
347,-0.36,RO,K,VVS2,EX,EX,EX,Faint,1.01-1.09
348,-0.35,RO,L,VVS2,EX,EX,EX,Faint,1.01-1.09
349,-0.34,RO,M,VVS2,EX,EX,EX,Faint,1.01-1.09
350,-0.45,RO,D,VS1,EX,EX,EX,Faint,1.01-1.09
351,-0.46,RO,E,VS1,EX,EX,EX,Faint,1.01-1.09
352,-0.44,RO,F,VS1,EX,EX,EX,Faint,1.01-1.09
353,-0.41,RO,G,VS1,EX,EX,EX,Faint,1.01-1.09
354,-0.41,RO,H,VS1,EX,EX,EX,Faint,1.01-1.09
355,-0.39,RO,I,VS1,EX,EX,EX,Faint,1.01-1.09
356,-0.38,RO,J,VS1,EX,EX,EX,Faint,1.01-1.09
357,-0.37,RO,K,VS1,EX,EX,EX,Faint,1.01-1.09
358,-0.36,RO,L,VS1,EX,EX,EX,Faint,1.01-1.09
359,-0.36,RO,M,VS1,EX,EX,EX,Faint,1.01-1.09
360,-0.44,RO,D,VS2,EX,EX,EX,Faint,1.01-1.09
361,-0.43,RO,E,VS2,EX,EX,EX,Faint,1.01-1.09
362,-0.43,RO,F,VS2,EX,EX,EX,Faint,1.01-1.09
363,-0.42,RO,G,VS2,EX,EX,EX,Faint,1.01-1.09
364,-0.41,RO,H,VS2,EX,EX,EX,Faint,1.01-1.09
365,-0.39,RO,I,VS2,EX,EX,EX,Faint,1.01-1.09
366,-0.38,RO,J,VS2,EX,EX,EX,Faint,1.01-1.09
367,-0.38,RO,K,VS2,EX,EX,EX,Faint,1.01-1.09
368,-0.36,RO,L,VS2,EX,EX,EX,Faint,1.01-1.09
369,-0.36,RO,M,VS2,EX,EX,EX,Faint,1.01-1.09
370,-0.41,RO,D,SI1,EX,EX,EX,Faint,1.01-1.09
371,-0.39,RO,E,SI1,EX,EX,EX,Faint,1.01-1.09
372,-0.39,RO,F,SI1,EX,EX,EX,Faint,1.01-1.09
373,-0.375,RO,G,SI1,EX,EX,EX,Faint,1.01-1.09
374,-0.38,RO,H,SI1,EX,EX,EX,Faint,1.01-1.09
375,-0.37,RO,I,SI1,EX,EX,EX,Faint,1.01-1.09
376,-0.36,RO,J,SI1,EX,EX,EX,Faint,1.01-1.09
377,-0.35,RO,K,SI1,EX,EX,EX,Faint,1.01-1.09
378,-0.34,RO,L,SI1,EX,EX,EX,Faint,1.01-1.09
379,-0.34,RO,M,SI1,EX,EX,EX,Faint,1.01-1.09
380,-0.41,RO,D,SI2,EX,EX,EX,Faint,1.01-1.09
381,-0.4,RO,E,SI2,EX,EX,EX,Faint,1.01-1.09
382,-0.4,RO,F,SI2,EX,EX,EX,Faint,1.01-1.09
383,-0.4,RO,G,SI2,EX,EX,EX,Faint,1.01-1.09
384,-0.39,RO,H,SI2,EX,EX,EX,Faint,1.01-1.09
385,-0.39,RO,I,SI2,EX,EX,EX,Faint,1.01-1.09
386,-0.38,RO,J,SI2,EX,EX,EX,Faint,1.01-1.09
387,-0.37,RO,K,SI2,EX,EX,EX,Faint,1.01-1.09
388,-0.36,RO,L,SI2,EX,EX,EX,Faint,1.01-1.09
389,-0.36,RO,M,SI2,EX,EX,EX,Faint,1.01-1.09
390,-0.33,RO,D,I1,EX,EX,EX,Faint,1.01-1.09
391,-0.32,RO,E,I1,EX,EX,EX,Faint,1.01-1.09
