,Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size
392,-0.32,RO,F,I1,EX,EX,EX,Faint,1.01-1.09
393,-0.35,RO,G,I1,EX,EX,EX,Faint,1.01-1.09
394,-0.34,RO,H,I1,EX,EX,EX,Faint,1.01-1.09
395,-0.32,RO,I,I1,EX,EX,EX,Faint,1.01-1.09
396,-0.3,RO,J,I1,EX,EX,EX,Faint,1.01-1.09
397,-0.3,RO,K,I1,EX,EX,EX,Faint,1.01-1.09
398,-0.31,RO,L,I1,EX,EX,EX,Faint,1.01-1.09
399,-0.32,RO,M,I1,EX,EX,EX,Faint,1.01-1.09
400,-0.48,RO,D,IF,EX,DD,DD,Faint,1.01-1.09
401,-0.44,RO,E,IF,EX,DD,DD,Faint,1.01-1.09
402,-0.43,RO,F,IF,EX,DD,DD,Faint,1.01-1.09
403,-0.43,RO,G,IF,EX,DD,DD,Faint,1.01-1.09
404,-0.44,RO,H,IF,EX,DD,DD,Faint,1.01-1.09
405,-0.42,RO,I,IF,EX,DD,DD,Faint,1.01-1.09
406,-0.39,RO,J,IF,EX,DD,DD,Faint,1.01-1.09
407,-0.4,RO,K,IF,EX,DD,DD,Faint,1.01-1.09
408,-0.37,RO,L,IF,EX,DD,DD,Faint,1.01-1.09
409,-0.39,RO,M,IF,EX,DD,DD,Faint,1.01-1.09
410,-0.47,RO,D,VVS1,EX,DD,DD,Faint,1.01-1.09
411,-0.46,RO,E,VVS1,EX,DD,DD,Faint,1.01-1.09
412,-0.46,RO,F,VVS1,EX,DD,DD,Faint,1.01-1.09
413,-0.45,RO,G,VVS1,EX,DD,DD,Faint,1.01-1.09
414,-0.45,RO,H,VVS1,EX,DD,DD,Faint,1.01-1.09
415,-0.43,RO,I,VVS1,EX,DD,DD,Faint,1.01-1.09
416,-0.37,RO,J,VVS1,EX,DD,DD,Faint,1.01-1.09
417,-0.39,RO,K,VVS1,EX,DD,DD,Faint,1.01-1.09
418,-0.39,RO,L,VVS1,EX,DD,DD,Faint,1.01-1.09
419,-0.41,RO,M,VVS1,EX,DD,DD,Faint,1.01-1.09
420,-0.505,RO,D,VVS2,EX,DD,DD,Faint,1.01-1.09
421,-0.5,RO,E,VVS2,EX,DD,DD,Faint,1.01-1.09
422,-0.49,RO,F,VVS2,EX,DD,DD,Faint,1.01-1.09
423,-0.46,RO,G,VVS2,EX,DD,DD,Faint,1.01-1.09
424,-0.44,RO,H,VVS2,EX,DD,DD,Faint,1.01-1.09
425,-0.41,RO,I,VVS2,EX,DD,DD,Faint,1.01-1.09
426,-0.41,RO,J,VVS2,EX,DD,DD,Faint,1.01-1.09
427,-0.4,RO,K,VVS2,EX,DD,DD,Faint,1.01-1.09
428,-0.39,RO,L,VVS2,EX,DD,DD,Faint,1.01-1.09
429,-0.38,RO,M,VVS2,EX,DD,DD,Faint,1.01-1.09
430,-0.505,RO,D,VS1,EX,DD,DD,Faint,1.01-1.09
431,-0.51,RO,E,VS1,EX,DD,DD,Faint,1.01-1.09
432,-0.49,RO,F,VS1,EX,DD,DD,Faint,1.01-1.09
433,-0.45,RO,G,VS1,EX,DD,DD,Faint,1.01-1.09
434,-0.44,RO,H,VS1,EX,DD,DD,Faint,1.01-1.09
435,-0.42,RO,I,VS1,EX,DD,DD,Faint,1.01-1.09
436,-0.39,RO,J,VS1,EX,DD,DD,Faint,1.01-1.09
437,-0.41,RO,K,VS1,EX,DD,DD,Faint,1.01-1.09
438,-0.39,RO,L,VS1,EX,DD,DD,Faint,1.01-1.09
439,-0.4,RO,M,VS1,EX,DD,DD,Faint,1.01-1.09
440,-0.5,RO,D,VS2,EX,DD,DD,Faint,1.01-1.09
441,-0.47,RO,E,VS2,EX,DD,DD,Faint,1.01-1.09
442,-0.48,RO,F,VS2,EX,DD,DD,Faint,1.01-1.09
443,-0.46,RO,G,VS2,EX,DD,DD,Faint,1.01-1.09
444,-0.45,RO,H,VS2,EX,DD,DD,Faint,1.01-1.09
445,-0.43,RO,I,VS2,EX,DD,DD,Faint,1.01-1.09
446,-0.43,RO,J,VS2,EX,DD,DD,Faint,1.01-1.09
447,-0.42,RO,K,VS2,EX,DD,DD,Faint,1.01-1.09
448,-0.4,RO,L,VS2,EX,DD,DD,Faint,1.01-1.09
449,-0.41,RO,M,VS2,EX,DD,DD,Faint,1.01-1.09
450,-0.48,RO,D,SI1,EX,DD,DD,Faint,1.01-1.09
451,-0.44,RO,E,SI1,EX,DD,DD,Faint,1.01-1.09
452,-0.45,RO,F,SI1,EX,DD,DD,Faint,1.01-1.09
453,-0.425,RO,G,SI1,EX,DD,DD,Faint,1.01-1.09
454,-0.41,RO,H,SI1,EX,DD,DD,Faint,1.01-1.09
455,-0.39,RO,I,SI1,EX,DD,DD,Faint,1.01-1.09
456,-0.4,RO,J,SI1,EX,DD,DD,Faint,1.01-1.09
457,-0.37,RO,K,SI1,EX,DD,DD,Faint,1.01-1.09
458,-0.36,RO,L,SI1,EX,DD,DD,Faint,1.01-1.09
459,-0.38,RO,M,SI1,EX,DD,DD,Faint,1.01-1.09
460,-0.5,RO,D,SI2,EX,DD,DD,Faint,1.01-1.09
461,-0.44,RO,E,SI2,EX,DD,DD,Faint,1.01-1.09
462,-0.46,RO,F,SI2,EX,DD,DD,Faint,1.01-1.09
463,-0.43,RO,G,SI2,EX,DD,DD,Faint,1.01-1.09
464,-0.44,RO,H,SI2,EX,DD,DD,Faint,1.01-1.09
465,-0.42,RO,I,SI2,EX,DD,DD,Faint,1.01-1.09
466,-0.42,RO,J,SI2,EX,DD,DD,Faint,1.01-1.09
467,-0.42,RO,K,SI2,EX,DD,DD,Faint,1.01-1.09
468,-0.41,RO,L,SI2,EX,DD,DD,Faint,1.01-1.09
469,-0.42,RO,M,SI2,EX,DD,DD,Faint,1.01-1.09
470,-0.35,RO,D,I1,EX,DD,DD,Faint,1.01-1.09
471,-0.38,RO,E,I1,EX,DD,DD,Faint,1.01-1.09
472,-0.35,RO,F,I1,EX,DD,DD,Faint,1.01-1.09
473,-0.39,RO,G,I1,EX,DD,DD,Faint,1.01-1.09
474,-0.4,RO,H,I1,EX,DD,DD,Faint,1.01-1.09
475,-0.37,RO,I,I1,EX,DD,DD,Faint,1.01-1.09
476,-0.34,RO,J,I1,EX,DD,DD,Faint,1.01-1.09
477,-0.34,RO,K,I1,EX,DD,DD,Faint,1.01-1.09
478,-0.35,RO,L,I1,EX,DD,DD,Faint,1.01-1.09
479,-0.37,RO,M,I1,EX,DD,DD,Faint,1.01-1.09
480,-0.56,RO,D,IF,VG,DD,DD,Faint,1.01-1.09
481,-0.55,RO,E,IF,VG,DD,DD,Faint,1.01-1.09
482,-0.52,RO,F,IF,VG,DD,DD,Faint,1.01-1.09
483,-0.5,RO,G,IF,VG,DD,DD,Faint,1.01-1.09
484,-0.5,RO,H,IF,VG,DD,DD,Faint,1.01-1.09
485,-0.48,RO,I,IF,VG,DD,DD,Faint,1.01-1.09
486,-0.47,RO,J,IF,VG,DD,DD,Faint,1.01-1.09
487,-0.46,RO,K,IF,VG,DD,DD,Faint,1.01-1.09
488,-0.46,RO,L,IF,VG,DD,DD,Faint,1.01-1.09
489,-0.45,RO,M,IF,VG,DD,DD,Faint,1.01-1.09
490,-0.55,RO,D,VVS1,VG,DD,DD,Faint,1.01-1.09
491,-0.55,RO,E,VVS1,VG,DD,DD,Faint,1.01-1.09
492,-0.53,RO,F,VVS1,VG,DD,DD,Faint,1.01-1.09
493,-0.52,RO,G,VVS1,VG,DD,DD,Faint,1.01-1.09
494,-0.5,RO,H,VVS1,VG,DD,DD,Faint,1.01-1.09
495,-0.48,RO,I,VVS1,VG,DD,DD,Faint,1.01-1.09
496,-0.45,RO,J,VVS1,VG,DD,DD,Faint,1.01-1.09
497,-0.43,RO,K,VVS1,VG,DD,DD,Faint,1.01-1.09
498,-0.43,RO,L,VVS1,VG,DD,DD,Faint,1.01-1.09
499,-0.46,RO,M,VVS1,VG,DD,DD,Faint,1.01-1.09
500,-0.56,RO,D,VVS2,VG,DD,DD,Faint,1.01-1.09
501,-0.55,RO,E,VVS2,VG,DD,DD,Faint,1.01-1.09
502,-0.54,RO,F,VVS2,VG,DD,DD,Faint,1.01-1.09
503,-0.53,RO,G,VVS2,VG,DD,DD,Faint,1.01-1.09
504,-0.51,RO,H,VVS2,VG,DD,DD,Faint,1.01-1.09
505,-0.49,RO,I,VVS2,VG,DD,DD,Faint,1.01-1.09
506,-0.48,RO,J,VVS2,VG,DD,DD,Faint,1.01-1.09
507,-0.45,RO,K,VVS2,VG,DD,DD,Faint,1.01-1.09
508,-0.45,RO,L,VVS2,VG,DD,DD,Faint,1.01-1.09
509,-0.44,RO,M,VVS2,VG,DD,DD,Faint,1.01-1.09
510,-0.5800000000000001,RO,D,VS1,VG,DD,DD,Faint,1.01-1.09
511,-0.57,RO,E,VS1,VG,DD,DD,Faint,1.01-1.09
512,-0.56,RO,F,VS1,VG,DD,DD,Faint,1.01-1.09
513,-0.54,RO,G,VS1,VG,DD,DD,Faint,1.01-1.09
514,-0.5,RO,H,VS1,VG,DD,DD,Faint,1.01-1.09
515,-0.48,RO,I,VS1,VG,DD,DD,Faint,1.01-1.09
516,-0.47,RO,J,VS1,VG,DD,DD,Faint,1.01-1.09
517,-0.46,RO,K,VS1,VG,DD,DD,Faint,1.01-1.09
518,-0.45,RO,L,VS1,VG,DD,DD,Faint,1.01-1.09
519,-0.43,RO,M,VS1,VG,DD,DD,Faint,1.01-1.09
520,-0.56,RO,D,VS2,VG,DD,DD,Faint,1.01-1.09
521,-0.56,RO,E,VS2,VG,DD,DD,Faint,1.01-1.09
522,-0.55,RO,F,VS2,VG,DD,DD,Faint,1.01-1.09
523,-0.53,RO,G,VS2,VG,DD,DD,Faint,1.01-1.09
524,-0.52,RO,H,VS2,VG,DD,DD,Faint,1.01-1.09
525,-0.48,RO,I,VS2,VG,DD,DD,Faint,1.01-1.09
526,-0.48,RO,J,VS2,VG,DD,DD,Faint,1.01-1.09
527,-0.45,RO,K,VS2,VG,DD,DD,Faint,1.01-1.09
528,-0.45,RO,L,VS2,VG,DD,DD,Faint,1.01-1.09
529,-0.42,RO,M,VS2,VG,DD,DD,Faint,1.01-1.09
530,-0.52,RO,D,SI1,VG,DD,DD,Faint,1.01-1.09
531,-0.5,RO,E,SI1,VG,DD,DD,Faint,1.01-1.09
532,-0.51,RO,F,SI1,VG,DD,DD,Faint,1.01-1.09
533,-0.49,RO,G,SI1,VG,DD,DD,Faint,1.01-1.09
534,-0.49,RO,H,SI1,VG,DD,DD,Faint,1.01-1.09
535,-0.46,RO,I,SI1,VG,DD,DD,Faint,1.01-1.09
536,-0.46,RO,J,SI1,VG,DD,DD,Faint,1.01-1.09
537,-0.43,RO,K,SI1,VG,DD,DD,Faint,1.01-1.09
538,-0.42,RO,L,SI1,VG,DD,DD,Faint,1.01-1.09
539,-0.42,RO,M,SI1,VG,DD,DD,Faint,1.01-1.09
540,-0.51,RO,D,SI2,VG,DD,DD,Faint,1.01-1.09
541,-0.5,RO,E,SI2,VG,DD,DD,Faint,1.01-1.09
542,-0.52,RO,F,SI2,VG,DD,DD,Faint,1.01-1.09
543,-0.51,RO,G,SI2,VG,DD,DD,Faint,1.01-1.09
544,-0.49,RO,H,SI2,VG,DD,DD,Faint,1.01-1.09
545,-0.46,RO,I,SI2,VG,DD,DD,Faint,1.01-1.09
546,-0.47,RO,J,SI2,VG,DD,DD,Faint,1.01-1.09
547,-0.44,RO,K,SI2,VG,DD,DD,Faint,1.01-1.09
548,-0.43,RO,L,SI2,VG,DD,DD,Faint,1.01-1.09
549,-0.43,RO,M,SI2,VG,DD,DD,Faint,1.01-1.09
550,-0.41,RO,D,I1,VG,DD,DD,Faint,1.01-1.09
551,-0.42,RO,E,I1,VG,DD,DD,Faint,1.01-1.09
552,-0.42,RO,F,I1,VG,DD,DD,Faint,1.01-1.09
553,-0.44,RO,G,I1,VG,DD,DD,Faint,1.01-1.09
554,-0.42,RO,H,I1,VG,DD,DD,Faint,1.01-1.09
555,-0.41,RO,I,I1,VG,DD,DD,Faint,1.01-1.09
556,-0.39,RO,J,I1,VG,DD,DD,Faint,1.01-1.09
557,-0.39,RO,K,I1,VG,DD,DD,Faint,1.01-1.09
558,-0.37,RO,L,I1,VG,DD,DD,Faint,1.01-1.09
559,-0.39,RO,M,I1,VG,DD,DD,Faint,1.01-1.09
560,-0.72,RO,D,IF,GD,DD,DD,Faint,1.01-1.09
561,-0.71,RO,E,IF,GD,DD,DD,Faint,1.01-1.09
562,-0.67,RO,F,IF,GD,DD,DD,Faint,1.01-1.09
563,-0.64,RO,G,IF,GD,DD,DD,Faint,1.01-1.09
564,-0.64,RO,H,IF,GD,DD,DD,Faint,1.01-1.09
565,-0.62,RO,I,IF,GD,DD,DD,Faint,1.01-1.09
566,-0.62,RO,J,IF,GD,DD,DD,Faint,1.01-1.09
567,-0.61,RO,K,IF,GD,DD,DD,Faint,1.01-1.09
568,-0.6,RO,L,IF,GD,DD,DD,Faint,1.01-1.09
569,-0.59,RO,M,IF,GD,DD,DD,Faint,1.01-1.09
570,-0.7,RO,D,VVS1,GD,DD,DD,Faint,1.01-1.09
571,-0.7,RO,E,VVS1,GD,DD,DD,Faint,1.01-1.09
572,-0.69,RO,F,VVS1,GD,DD,DD,Faint,1.01-1.09
573,-0.65,RO,G,VVS1,GD,DD,DD,Faint,1.01-1.09
574,-0.63,RO,H,VVS1,GD,DD,DD,Faint,1.01-1.09
575,-0.61,RO,I,VVS1,GD,DD,DD,Faint,1.01-1.09
576,-0.6,RO,J,VVS1,GD,DD,DD,Faint,1.01-1.09
577,-0.58,RO,K,VVS1,GD,DD,DD,Faint,1.01-1.09
578,-0.5599999999999999,RO,L,VVS1,GD,DD,DD,Faint,1.01-1.09
579,-0.57,RO,M,VVS1,GD,DD,DD,Faint,1.01-1.09
580,-0.7,RO,D,VVS2,GD,DD,DD,Faint,1.01-1.09
581,-0.69,RO,E,VVS2,GD,DD,DD,Faint,1.01-1.09
582,-0.68,RO,F,VVS2,GD,DD,DD,Faint,1.01-1.09
583,-0.65,RO,G,VVS2,GD,DD,DD,Faint,1.01-1.09
584,-0.64,RO,H,VVS2,GD,DD,DD,Faint,1.01-1.09
585,-0.61,RO,I,VVS2,GD,DD,DD,Faint,1.01-1.09
586,-0.62,RO,J,VVS2,GD,DD,DD,Faint,1.01-1.09
587,-0.6,RO,K,VVS2,GD,DD,DD,Faint,1.01-1.09
588,-0.5599999999999999,RO,L,VVS2,GD,DD,DD,Faint,1.01-1.09
589,-0.5399999999999999,RO,M,VVS2,GD,DD,DD,Faint,1.01-1.09
590,-0.69,RO,D,VS1,GD,DD,DD,Faint,1.01-1.09
591,-0.68,RO,E,VS1,GD,DD,DD,Faint,1.01-1.09
592,-0.66,RO,F,VS1,GD,DD,DD,Faint,1.01-1.09
593,-0.64,RO,G,VS1,GD,DD,DD,Faint,1.01-1.09
594,-0.6,RO,H,VS1,GD,DD,DD,Faint,1.01-1.09
595,-0.58,RO,I,VS1,GD,DD,DD,Faint,1.01-1.09
596,-0.6099999999999999,RO,J,VS1,GD,DD,DD,Faint,1.01-1.09
597,-0.6,RO,K,VS1,GD,DD,DD,Faint,1.01-1.09
598,-0.56,RO,L,VS1,GD,DD,DD,Faint,1.01-1.09
599,-0.53,RO,M,VS1,GD,DD,DD,Faint,1.01-1.09
600,-0.68,RO,D,VS2,GD,DD,DD,Faint,1.01-1.09
601,-0.68,RO,E,VS2,GD,DD,DD,Faint,1.01-1.09
602,-0.66,RO,F,VS2,GD,DD,DD,Faint,1.01-1.09
603,-0.64,RO,G,VS2,GD,DD,DD,Faint,1.01-1.09
604,-0.62,RO,H,VS2,GD,DD,DD,Faint,1.01-1.09
605,-0.58,RO,I,VS2,GD,DD,DD,Faint,1.01-1.09
606,-0.6,RO,J,VS2,GD,DD,DD,Faint,1.01-1.09
607,-0.59,RO,K,VS2,GD,DD,DD,Faint,1.01-1.09
608,-0.5800000000000001,RO,L,VS2,GD,DD,DD,Faint,1.01-1.09
609,-0.53,RO,M,VS2,GD,DD,DD,Faint,1.01-1.09
610,-0.63,RO,D,SI1,GD,DD,DD,Faint,1.01-1.09
611,-0.62,RO,E,SI1,GD,DD,DD,Faint,1.01-1.09
612,-0.61,RO,F,SI1,GD,DD,DD,Faint,1.01-1.09
613,-0.59,RO,G,SI1,GD,DD,DD,Faint,1.01-1.09
614,-0.58,RO,H,SI1,GD,DD,DD,Faint,1.01-1.09
615,-0.5599999999999999,RO,I,SI1,GD,DD,DD,Faint,1.01-1.09
616,-0.57,RO,J,SI1,GD,DD,DD,Faint,1.01-1.09
617,-0.56,RO,K,SI1,GD,DD,DD,Faint,1.01-1.09
618,-0.52,RO,L,SI1,GD,DD,DD,Faint,1.01-1.09
619,-0.52,RO,M,SI1,GD,DD,DD,Faint,1.01-1.09
620,-0.62,RO,D,SI2,GD,DD,DD,Faint,1.01-1.09
621,-0.61,RO,E,SI2,GD,DD,DD,Faint,1.01-1.09
622,-0.62,RO,F,SI2,GD,DD,DD,Faint,1.01-1.09
623,-0.6,RO,G,SI2,GD,DD,DD,Faint,1.01-1.09
624,-0.58,RO,H,SI2,GD,DD,DD,Faint,1.01-1.09
625,-0.5599999999999999,RO,I,SI2,GD,DD,DD,Faint,1.01-1.09
626,-0.57,RO,J,SI2,GD,DD,DD,Faint,1.01-1.09
627,-0.56,RO,K,SI2,GD,DD,DD,Faint,1.01-1.09
628,-0.53,RO,L,SI2,GD,DD,DD,Faint,1.01-1.09
629,-0.52,RO,M,SI2,GD,DD,DD,Faint,1.01-1.09
630,-0.49,RO,D,I1,GD,DD,DD,Faint,1.01-1.09
631,-0.49,RO,E,I1,GD,DD,DD,Faint,1.01-1.09
632,-0.47,RO,F,I1,GD,DD,DD,Faint,1.01-1.09
633,-0.49,RO,G,I1,GD,DD,DD,Faint,1.01-1.09
634,-0.47,RO,H,I1,GD,DD,DD,Faint,1.01-1.09
635,-0.46,RO,I,I1,GD,DD,DD,Faint,1.01-1.09
636,-0.46,RO,J,I1,GD,DD,DD,Faint,1.01-1.09
637,-0.47,RO,K,I1,GD,DD,DD,Faint,1.01-1.09
638,-0.47,RO,L,I1,GD,DD,DD,Faint,1.01-1.09
639,-0.47,RO,M,I1,GD,DD,DD,Faint,1.01-1.09
640,-0.5,RO,D,IF,EX,EX,EX,Medium,1.01-1.09
641,-0.48,RO,E,IF,EX,EX,EX,Medium,1.01-1.09
642,-0.45,RO,F,IF,EX,EX,EX,Medium,1.01-1.09
643,-0.46,RO,G,IF,EX,EX,EX,Medium,1.01-1.09
644,-0.48,RO,H,IF,EX,EX,EX,Medium,1.01-1.09
645,-0.43,RO,I,IF,EX,EX,EX,Medium,1.01-1.09
646,-0.41,RO,J,IF,EX,EX,EX,Medium,1.01-1.09
647,-0.42,RO,K,IF,EX,EX,EX,Medium,1.01-1.09
648,-0.37,RO,L,IF,EX,EX,EX,Medium,1.01-1.09
649,-0.37,RO,M,IF,EX,EX,EX,Medium,1.01-1.09
650,-0.51,RO,D,VVS1,EX,EX,EX,Medium,1.01-1.09
651,-0.49,RO,E,VVS1,EX,EX,EX,Medium,1.01-1.09
652,-0.48,RO,F,VVS1,EX,EX,EX,Medium,1.01-1.09
653,-0.48,RO,G,VVS1,EX,EX,EX,Medium,1.01-1.09
654,-0.48,RO,H,VVS1,EX,EX,EX,Medium,1.01-1.09
655,-0.43,RO,I,VVS1,EX,EX,EX,Medium,1.01-1.09
656,-0.4,RO,J,VVS1,EX,EX,EX,Medium,1.01-1.09
657,-0.4,RO,K,VVS1,EX,EX,EX,Medium,1.01-1.09
658,-0.36,RO,L,VVS1,EX,EX,EX,Medium,1.01-1.09
659,-0.37,RO,M,VVS1,EX,EX,EX,Medium,1.01-1.09
660,-0.52,RO,D,VVS2,EX,EX,EX,Medium,1.01-1.09
661,-0.52,RO,E,VVS2,EX,EX,EX,Medium,1.01-1.09
662,-0.51,RO,F,VVS2,EX,EX,EX,Medium,1.01-1.09
663,-0.49,RO,G,VVS2,EX,EX,EX,Medium,1.01-1.09
664,-0.47,RO,H,VVS2,EX,EX,EX,Medium,1.01-1.09
665,-0.4,RO,I,VVS2,EX,EX,EX,Medium,1.01-1.09
666,-0.41,RO,J,VVS2,EX,EX,EX,Medium,1.01-1.09
667,-0.41,RO,K,VVS2,EX,EX,EX,Medium,1.01-1.09
668,-0.39,RO,L,VVS2,EX,EX,EX,Medium,1.01-1.09
669,-0.36,RO,M,VVS2,EX,EX,EX,Medium,1.01-1.09
670,-0.53,RO,D,VS1,EX,EX,EX,Medium,1.01-1.09
671,-0.53,RO,E,VS1,EX,EX,EX,Medium,1.01-1.09
672,-0.51,RO,F,VS1,EX,EX,EX,Medium,1.01-1.09
673,-0.48,RO,G,VS1,EX,EX,EX,Medium,1.01-1.09
674,-0.49,RO,H,VS1,EX,EX,EX,Medium,1.01-1.09
675,-0.43,RO,I,VS1,EX,EX,EX,Medium,1.01-1.09
676,-0.42,RO,J,VS1,EX,EX,EX,Medium,1.01-1.09
677,-0.41,RO,K,VS1,EX,EX,EX,Medium,1.01-1.09
678,-0.4,RO,L,VS1,EX,EX,EX,Medium,1.01-1.09
679,-0.38,RO,M,VS1,EX,EX,EX,Medium,1.01-1.09
680,-0.52,RO,D,VS2,EX,EX,EX,Medium,1.01-1.09
681,-0.51,RO,E,VS2,EX,EX,EX,Medium,1.01-1.09
682,-0.51,RO,F,VS2,EX,EX,EX,Medium,1.01-1.09
683,-0.49,RO,G,VS2,EX,EX,EX,Medium,1.01-1.09
684,-0.48,RO,H,VS2,EX,EX,EX,Medium,1.01-1.09
685,-0.42,RO,I,VS2,EX,EX,EX,Medium,1.01-1.09
686,-0.42,RO,J,VS2,EX,EX,EX,Medium,1.01-1.09
687,-0.43,RO,K,VS2,EX,EX,EX,Medium,1.01-1.09
688,-0.39,RO,L,VS2,EX,EX,EX,Medium,1.01-1.09
689,-0.39,RO,M,VS2,EX,EX,EX,Medium,1.01-1.09
690,-0.48,RO,D,SI1,EX,EX,EX,Medium,1.01-1.09
691,-0.45,RO,E,SI1,EX,EX,EX,Medium,1.01-1.09
692,-0.46,RO,F,SI1,EX,EX,EX,Medium,1.01-1.09
693,-0.455,RO,G,SI1,EX,EX,EX,Medium,1.01-1.09
694,-0.46,RO,H,SI1,EX,EX,EX,Medium,1.01-1.09
695,-0.4,RO,I,SI1,EX,EX,EX,Medium,1.01-1.09
696,-0.39,RO,J,SI1,EX,EX,EX,Medium,1.01-1.09
697,-0.4,RO,K,SI1,EX,EX,EX,Medium,1.01-1.09
698,-0.38,RO,L,SI1,EX,EX,EX,Medium,1.01-1.09
699,-0.37,RO,M,SI1,EX,EX,EX,Medium,1.01-1.09
700,-0.48,RO,D,SI2,EX,EX,EX,Medium,1.01-1.09
701,-0.45,RO,E,SI2,EX,EX,EX,Medium,1.01-1.09
702,-0.47,RO,F,SI2,EX,EX,EX,Medium,1.01-1.09
703,-0.46,RO,G,SI2,EX,EX,EX,Medium,1.01-1.09
704,-0.45,RO,H,SI2,EX,EX,EX,Medium,1.01-1.09
705,-0.43,RO,I,SI2,EX,EX,EX,Medium,1.01-1.09
706,-0.42,RO,J,SI2,EX,EX,EX,Medium,1.01-1.09
707,-0.43,RO,K,SI2,EX,EX,EX,Medium,1.01-1.09
708,-0.39,RO,L,SI2,EX,EX,EX,Medium,1.01-1.09
709,-0.39,RO,M,SI2,EX,EX,EX,Medium,1.01-1.09
710,-0.38,RO,D,I1,EX,EX,EX,Medium,1.01-1.09
711,-0.37,RO,E,I1,EX,EX,EX,Medium,1.01-1.09
712,-0.37,RO,F,I1,EX,EX,EX,Medium,1.01-1.09
713,-0.4,RO,G,I1,EX,EX,EX,Medium,1.01-1.09
714,-0.38,RO,H,I1,EX,EX,EX,Medium,1.01-1.09
715,-0.35,RO,I,I1,EX,EX,EX,Medium,1.01-1.09
716,-0.35,RO,J,I1,EX,EX,EX,Medium,1.01-1.09
717,-0.34,RO,K,I1,EX,EX,EX,Medium,1.01-1.09
718,-0.34,RO,L,I1,EX,EX,EX,Medium,1.01-1.09
719,-0.34,RO,M,I1,EX,EX,EX,Medium,1.01-1.09
720,-0.53,RO,D,IF,EX,DD,DD,Medium,1.01-1.09
721,-0.52,RO,E,IF,EX,DD,DD,Medium,1.01-1.09
722,-0.51,RO,F,IF,EX,DD,DD,Medium,1.01-1.09
723,-0.51,RO,G,IF,EX,DD,DD,Medium,1.01-1.09
724,-0.5,RO,H,IF,EX,DD,DD,Medium,1.01-1.09
725,-0.46,RO,I,IF,EX,DD,DD,Medium,1.01-1.09
726,-0.42,RO,J,IF,EX,DD,DD,Medium,1.01-1.09
727,-0.43,RO,K,IF,EX,DD,DD,Medium,1.01-1.09
728,-0.43,RO,L,IF,EX,DD,DD,Medium,1.01-1.09
729,-0.44,RO,M,IF,EX,DD,DD,Medium,1.01-1.09
730,-0.53,RO,D,VVS1,EX,DD,DD,Medium,1.01-1.09
731,-0.53,RO,E,VVS1,EX,DD,DD,Medium,1.01-1.09
732,-0.53,RO,F,VVS1,EX,DD,DD,Medium,1.01-1.09
733,-0.52,RO,G,VVS1,EX,DD,DD,Medium,1.01-1.09
734,-0.5,RO,H,VVS1,EX,DD,DD,Medium,1.01-1.09
735,-0.46,RO,I,VVS1,EX,DD,DD,Medium,1.01-1.09
736,-0.41,RO,J,VVS1,EX,DD,DD,Medium,1.01-1.09
737,-0.43,RO,K,VVS1,EX,DD,DD,Medium,1.01-1.09
738,-0.42,RO,L,VVS1,EX,DD,DD,Medium,1.01-1.09
739,-0.44,RO,M,VVS1,EX,DD,DD,Medium,1.01-1.09
740,-0.5800000000000001,RO,D,VVS2,EX,DD,DD,Medium,1.01-1.09
741,-0.57,RO,E,VVS2,EX,DD,DD,Medium,1.01-1.09
742,-0.5800000000000001,RO,F,VVS2,EX,DD,DD,Medium,1.01-1.09
743,-0.54,RO,G,VVS2,EX,DD,DD,Medium,1.01-1.09
744,-0.5,RO,H,VVS2,EX,DD,DD,Medium,1.01-1.09
745,-0.45,RO,I,VVS2,EX,DD,DD,Medium,1.01-1.09
746,-0.44,RO,J,VVS2,EX,DD,DD,Medium,1.01-1.09
747,-0.44,RO,K,VVS2,EX,DD,DD,Medium,1.01-1.09
748,-0.44,RO,L,VVS2,EX,DD,DD,Medium,1.01-1.09
749,-0.41,RO,M,VVS2,EX,DD,DD,Medium,1.01-1.09
750,-0.5800000000000001,RO,D,VS1,EX,DD,DD,Medium,1.01-1.09
751,-0.57,RO,E,VS1,EX,DD,DD,Medium,1.01-1.09
752,-0.5700000000000001,RO,F,VS1,EX,DD,DD,Medium,1.01-1.09
753,-0.53,RO,G,VS1,EX,DD,DD,Medium,1.01-1.09
754,-0.5,RO,H,VS1,EX,DD,DD,Medium,1.01-1.09
755,-0.45,RO,I,VS1,EX,DD,DD,Medium,1.01-1.09
756,-0.43,RO,J,VS1,EX,DD,DD,Medium,1.01-1.09
757,-0.44,RO,K,VS1,EX,DD,DD,Medium,1.01-1.09
758,-0.43,RO,L,VS1,EX,DD,DD,Medium,1.01-1.09
759,-0.44,RO,M,VS1,EX,DD,DD,Medium,1.01-1.09
760,-0.56,RO,D,VS2,EX,DD,DD,Medium,1.01-1.09
761,-0.55,RO,E,VS2,EX,DD,DD,Medium,1.01-1.09
762,-0.56,RO,F,VS2,EX,DD,DD,Medium,1.01-1.09
763,-0.53,RO,G,VS2,EX,DD,DD,Medium,1.01-1.09
764,-0.52,RO,H,VS2,EX,DD,DD,Medium,1.01-1.09
765,-0.45,RO,I,VS2,EX,DD,DD,Medium,1.01-1.09
766,-0.46,RO,J,VS2,EX,DD,DD,Medium,1.01-1.09
