Size,Shape,EX,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.60-1.699,OV,I,-25,-26,-27,-25,-24,-23,-24
1.60-1.699,OV,J,-25,-24,-23,-22,-28,-27,-25
1.60-1.699,OV,K,-31,-33,-31,-29,-29,-29,-30
1.60-1.699,OV,L,-32,-33,-33,-32,-32,-33,-31
1.60-1.699,OV,M,,,,,,,
,OV,,,,,,,,
1.70-1.799,OV,1.70-1.799,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.70-1.799,OV,D,-19,-19,-15,-17,-17,-18,-19
1.70-1.799,OV,E,-20,-19,-19,-19,-16,-16,-18
1.70-1.799,OV,F,-20,-20,-18,-17,-16,-17,-18
1.70-1.799,OV,G,-19,-21,-20,-19,-17,-17,-17
1.70-1.799,OV,H,-20,-19,-19,-18,-19,-18,-17
1.70-1.799,OV,I,-17,-17,-16,-15,-16,-17,-18
1.70-1.799,OV,J,-17,-16,-15,-16,-16,-14,-16
1.70-1.799,OV,K,-19,-18,-18,-18,-17,-18,-18
1.70-1.799,OV,L,-22,-21,-20,-20,-20,-20,-20
1.70-1.799,OV,M,,,,,,,
,OV,,,,,,,,
1.80-1.899,OV,1.80-1.899,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.80-1.899,OV,D,-11,-11,-10,-10,-15,-15,-15
1.80-1.899,OV,E,-13,-13,-11,-10,-11,-12,-14
1.80-1.899,OV,F,-12,-11,-11,-11,-11,-11,-13
1.80-1.899,OV,G,-12,-12,-12,-12,-11,-11,-12
1.80-1.899,OV,H,-11,-10,-12,-12,-12,-12,-12
1.80-1.899,OV,I,-12,-11,-12,-10,-10,-11,-11
1.80-1.899,OV,J,-12,-11,-9,-8,-9,-13,-13
1.80-1.899,OV,K,-15,-14,-13,-11,-11,-11,-12
1.80-1.899,OV,L,-13,-12,-12,-12,-12,-16,-18
1.80-1.899,OV,M,,,,,,,
,OV,,,,,,,,
1.90-1.999,OV,1.90-1.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.90-1.999,OV,D,-9,-8,-7,-6,-5,-4,-5
1.90-1.999,OV,E,-8,-6,-5,-4,-4,-8,-8
1.90-1.999,OV,F,-9,-8,-6,-6,-5,-5,-6
1.90-1.999,OV,G,-9,-9,-9,-9,-7,-7,-11
1.90-1.999,OV,H,-8,-7,-6,-6,-5,-6,-8
1.90-1.999,OV,I,-9,-8,-7,-6,-5,-6,-7
1.90-1.999,OV,J,-10,-10,-8,-7,-7,-9,-8
1.90-1.999,OV,K,-12,-11,-11,-10,-10,-10,-10
1.90-1.999,OV,L,-12,-11,-10,-10,-10,-10,-12
1.90-1.999,OV,M,,,,,,,
,OV,,,,,,,,
2.00-2.099,OV,2.00-2.099,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.00-2.099,OV,D,-28,-28,-28,-25,-29,-28,-28
2.00-2.099,OV,E,-28,-30,-28,-27,-26,-26,-30
2.00-2.099,OV,F,-25,-24,-26,-26,-27,-28,-28
2.00-2.099,OV,G,-24,-23,-23,-22,-23,-26,-28
2.00-2.099,OV,H,-24,-22,-22,-21,-20,-25,-24
2.00-2.099,OV,I,-22,-24,-22,-22,-21,-23,-23
2.00-2.099,OV,J,-24,-23,-22,-22,-22,-23,-23
2.00-2.099,OV,K,-29,-27,-26,-26,-28,-30,-27
2.00-2.099,OV,L,-26,-26,-25,-26,-25,-29,-30
2.00-2.099,OV,M,,,,,,,
,OV,,,,,,,,
2.10-2.199,OV,2.10-2.199,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.10-2.199,OV,D,-32,-32,-32,-28,-32,-30,-30
2.10-2.199,OV,E,-32,-34,-32,-30,-29,-28,-32
2.10-2.199,OV,F,-29,-28,-30,-29,-30,-30,-30
2.10-2.199,OV,G,-28,-27,-27,-25,-26,-28,-30
2.10-2.199,OV,H,-28,-26,-26,-24,-23,-27,-26
2.10-2.199,OV,I,-26,-28,-26,-25,-24,-25,-25
2.10-2.199,OV,J,-28,-27,-26,-25,-25,-25,-25
2.10-2.199,OV,K,-33,-31,-30,-29,-31,-32,-29
2.10-2.199,OV,L,-30,-30,-29,-29,-28,-31,-32
2.10-2.199,OV,M,,,,,,,
,OV,,,,,,,,
2.20-2.499,OV,2.20-2.499,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.20-2.499,OV,D,-24,-24,-24,-21,-25,-24,-24
2.20-2.499,OV,E,-24,-26,-24,-23,-22,-22,-26
2.20-2.499,OV,F,-21,-20,-22,-22,-23,-24,-24
2.20-2.499,OV,G,-20,-19,-19,-18,-19,-22,-24
2.20-2.499,OV,H,-20,-18,-18,-17,-16,-21,-20
2.20-2.499,OV,I,-18,-20,-18,-18,-17,-19,-19
2.20-2.499,OV,J,-20,-19,-18,-18,-18,-19,-19
2.20-2.499,OV,K,-25,-23,-22,-22,-24,-26,-23
2.20-2.499,OV,L,-22,-22,-21,-22,-21,-25,-26
2.20-2.499,OV,M,,,,,,,
,OV,,,,,,,,
2.50-2.699,OV,2.50-2.699,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.50-2.699,OV,D,-21,-21,-21,-18,-22,-21,-21
2.50-2.699,OV,E,-21,-23,-21,-20,-19,-19,-23
2.50-2.699,OV,F,-18,-17,-19,-19,-20,-21,-21
2.50-2.699,OV,G,-17,-16,-16,-15,-16,-19,-21
2.50-2.699,OV,H,-17,-15,-15,-14,-13,-18,-17
2.50-2.699,OV,I,-15,-17,-15,-15,-14,-16,-16
2.50-2.699,OV,J,-17,-16,-15,-15,-15,-16,-16
2.50-2.699,OV,K,-22,-20,-19,-19,-21,-23,-20
2.50-2.699,OV,L,-19,-19,-18,-19,-18,-22,-23
2.50-2.699,OV,M,,,,,,,
,OV,,,,,,,,
2.70-2.799,OV,2.70-2.799,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.70-2.799,OV,D,-17,-17,-17,-14,-18,-17,-17
2.70-2.799,OV,E,-17,-19,-17,-16,-15,-15,-19
2.70-2.799,OV,F,-14,-13,-15,-15,-16,-17,-17
2.70-2.799,OV,G,-13,-12,-12,-11,-12,-15,-17
2.70-2.799,OV,H,-13,-11,-11,-10,-9,-14,-13
2.70-2.799,OV,I,-11,-13,-11,-11,-10,-12,-12
2.70-2.799,OV,J,-13,-12,-11,-11,-11,-12,-12
2.70-2.799,OV,K,-18,-16,-15,-15,-17,-19,-16
2.70-2.799,OV,L,-15,-15,-14,-15,-14,-18,-19
2.70-2.799,OV,M,,,,,,,
,OV,,,,,,,,
2.80-2.999,OV,2.80-2.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.80-2.999,OV,D,-13,-13,-13,-10,-14,-13,-13
2.80-2.999,OV,E,-13,-15,-13,-12,-11,-11,-15
2.80-2.999,OV,F,-10,-9,-11,-11,-12,-13,-13
2.80-2.999,OV,G,-9,-8,-8,-7,-8,-11,-13
2.80-2.999,OV,H,-9,-7,-7,-6,-5,-10,-9
2.80-2.999,OV,I,-7,-9,-7,-7,-6,-8,-8
2.80-2.999,OV,J,-9,-8,-7,-7,-7,-8,-8
2.80-2.999,OV,K,-14,-12,-11,-11,-13,-15,-12
2.80-2.999,OV,L,-11,-11,-10,-11,-10,-14,-15
2.80-2.999,OV,M,,,,,,,
,OV,,,,,,,,
3.01-3.09,OV,3.01-3.09,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
3.01-3.09,OV,D,-35,-32,-32,-30,-30,-28,-29
3.01-3.09,OV,E,,-32,-32,-35,-31,-29,-29
3.01-3.09,OV,F,,-32,-32,-25,-25,-28,-29
3.01-3.09,OV,G,,-30,-29,-26,-25,-28,-28
3.01-3.09,OV,H,,-30,-30,-25,-25,-28,-28
3.01-3.09,OV,I,,-31,-31,-28,-27,-30,-31
3.01-3.09,OV,J,,-32,-32,-30,-30,-28,-27
3.01-3.09,OV,K,,-32,-32,-30,-30,-28,-27
3.01-3.09,OV,L,,,,,,,
3.01-3.09,OV,M,,,,,,,
,OV,,,,,,,,
4.01-4.09,OV,4.01-4.09,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
4.01-4.09,OV,D,-38,-38,-36,-35,-33,-33,-33
4.01-4.09,OV,E,,-40,-39,-37,-35,-35,-33
4.01-4.09,OV,F,,-40,-38,-37,-35,-33,-34
4.01-4.09,OV,G,,-40,-37,-36,-36,-34,-34
4.01-4.09,OV,H,,-39,-37,-36,-34,-33,-32
4.01-4.09,OV,I,,-39,-37,-36,-34,-31,-31
4.01-4.09,OV,J,,-35,-35,-33,-33,-30,-28
4.01-4.09,OV,K,,-35,-35,-33,-33,-30,-28
4.01-4.09,OV,L,,,,,,,
4.01-4.09,OV,M,,,,,,,
,OV,,,,,,,,
5.01-5.09,OV,5.01-5.09,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
5.01-5.09,OV,D,-38,-38,-36,-35,-33,-33,-33
5.01-5.09,OV,E,,-40,-39,-37,-35,-35,-33
5.01-5.09,OV,F,,-40,-38,-37,-35,-33,-34
5.01-5.09,OV,G,,-40,-37,-36,-36,-34,-34
5.01-5.09,OV,H,,-39,-37,-36,-34,-33,-32
5.01-5.09,OV,I,,-39,-37,-36,-34,-31,-31
5.01-5.09,OV,J,,-35,-35,-33,-33,-30,-28
5.01-5.09,OV,K,,-35,-35,-33,-33,-30,-28
5.01-5.09,OV,L,,,,,,,
5.01-5.09,OV,M,,,,,,,
0.50-0.599,PRINCESS,0.50-0.599,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.50-0.599,PRINCESS,D,-40,-37,-39,-39,-39,-36,-36
0.50-0.599,PRINCESS,E,-42,-41,-41,-39,-39,-36,-37
0.50-0.599,PRINCESS,F,-41,-42,-40,-39,-38,-36,-35
0.50-0.599,PRINCESS,G,-38,-40,-37,-36,-37,-34,-33
0.50-0.599,PRINCESS,H,-40,-39,-37,-35,-34,-33,-31
0.50-0.599,PRINCESS,I,-37,-36,-35,-33,-34,-31,-30
0.50-0.599,PRINCESS,J,,,,,,,
0.50-0.599,PRINCESS,K,,,,,,,
0.50-0.599,PRINCESS,L,,,,,,,
0.50-0.599,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
0.60-0.699,PRINCESS,0.60-0.699,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.60-0.699,PRINCESS,D,-28,-28,-26,-29,-30,-27,-27
0.60-0.699,PRINCESS,E,-33,-30,-31,-29,-30,-29,-31
0.60-0.699,PRINCESS,F,-33,-30,-31,-30,-28,-28,-29
0.60-0.699,PRINCESS,G,-30,-27,-29,-27,-28,-26,-26
0.60-0.699,PRINCESS,H,-26,-32,-30,-28,-26,-24,-25
0.60-0.699,PRINCESS,I,-22,-28,-27,-25,-27,-23,-24
0.60-0.699,PRINCESS,J,,,,,,,
0.60-0.699,PRINCESS,K,,,,,,,
0.60-0.699,PRINCESS,L,,,,,,,
0.60-0.699,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
0.70-0.799,PRINCESS,0.70-0.799,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.70-0.799,PRINCESS,D,-40,-40,-37,-39,-39,-38,-37
0.70-0.799,PRINCESS,E,-40,-41,-41,-40,-39,-40,-38
0.70-0.799,PRINCESS,F,-43,-40,-40,-40,-40,-40,-40
0.70-0.799,PRINCESS,G,-41,-40,-39,-38,-38,-39,-39
0.70-0.799,PRINCESS,H,-37,-39,-38,-36,-36,-38,-37
0.70-0.799,PRINCESS,I,-36,-34,-34,-33,-32,-36,-37
0.70-0.799,PRINCESS,J,,,,,,,
0.70-0.799,PRINCESS,K,,,,,,,
0.70-0.799,PRINCESS,L,,,,,,,
0.70-0.799,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
0.80-0.899,PRINCESS,0.80-0.899,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.80-0.899,PRINCESS,D,-26,-29,-31,-32,-34,-33,-32
0.80-0.899,PRINCESS,E,-35,-34,-35,-35,-35,-34,-34
0.80-0.899,PRINCESS,F,-32,-36,-35,-35,-35,-33,-35
0.80-0.899,PRINCESS,G,-31,-35,-37,-36,-32,-34,-32
0.80-0.899,PRINCESS,H,-34,-36,-35,-34,-30,-32,-33
0.80-0.899,PRINCESS,I,-28,-28,-28,-29,-29,-30,-30
0.80-0.899,PRINCESS,J,0,0,0,0,0,0,0
0.80-0.899,PRINCESS,K,,,,,,,
0.80-0.899,PRINCESS,L,,,,,,,
0.80-0.899,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
0.90-0.979,PRINCESS,0.90-0.979,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.90-0.979,PRINCESS,D,-35,-34,-40,-40,-39,-35,-45
0.90-0.979,PRINCESS,E,-43,-45,-45,-44,-44,-43,-47
0.90-0.979,PRINCESS,F,-45,-42,-41,-42,-43,-42,-46
0.90-0.979,PRINCESS,G,-41,-40,-41,-43,-42,-45,-48
0.90-0.979,PRINCESS,H,-38,-39,-39,-40,-39,-41,-45
0.90-0.979,PRINCESS,I,-39,-39,-40,-40,-40,-40,-46
0.90-0.979,PRINCESS,J,,,,,,,
0.90-0.979,PRINCESS,K,,,,,,,
0.90-0.979,PRINCESS,L,,,,,,,
0.90-0.979,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
0.98-0.999,PRINCESS,0.98-0.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.98-0.999,PRINCESS,D,-32,-31,-37,-37,-36,-32,-42
0.98-0.999,PRINCESS,E,-40,-42,-42,-41,-41,-40,-44
0.98-0.999,PRINCESS,F,-42,-39,-38,-39,-40,-39,-43
0.98-0.999,PRINCESS,G,-38,-37,-38,-40,-39,-42,-45
0.98-0.999,PRINCESS,H,-35,-36,-36,-37,-36,-38,-42
0.98-0.999,PRINCESS,I,-36,-36,-37,-37,-37,-37,-43
0.98-0.999,PRINCESS,J,,,,,,,
0.98-0.999,PRINCESS,K,,,,,,,
0.98-0.999,PRINCESS,L,,,,,,,
0.98-0.999,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.00-1.099,PRINCESS,1.00-1.099,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.00-1.099,PRINCESS,D,-40,-40,-41,-40,-41,-42,-42
1.00-1.099,PRINCESS,E,-43,-43,-43,-42,-41,-41,-43
1.00-1.099,PRINCESS,F,-38,-39,-40,-41,-39,-40,-40
1.00-1.099,PRINCESS,G,-37,-37,-35,-38,-37,-39,-39
1.00-1.099,PRINCESS,H,-38,-37,-36,-36,-36,-37,-40
1.00-1.099,PRINCESS,I,-30,-37,-37,-36,-36,-36,-36
1.00-1.099,PRINCESS,J,-41,-41,-41,-41,-41,-40,-40
1.00-1.099,PRINCESS,K,-38,-42,-43,-43,-42,-42,-42
1.00-1.099,PRINCESS,L,-38,-40,-38,-38,-40,-40,-40
1.00-1.099,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.10-1.199,PRINCESS,1.10-1.199,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.10-1.199,PRINCESS,D,-44,-44,-45,-43,-44,-44,-44
1.10-1.199,PRINCESS,E,-47,-47,-47,-45,-44,-43,-45
1.10-1.199,PRINCESS,F,-42,-43,-44,-44,-42,-42,-42
1.10-1.199,PRINCESS,G,-41,-41,-39,-41,-40,-41,-41
1.10-1.199,PRINCESS,H,-42,-41,-40,-39,-39,-39,-42
1.10-1.199,PRINCESS,I,-34,-41,-41,-39,-39,-38,-38
1.10-1.199,PRINCESS,J,-45,-45,-45,-44,-44,-42,-42
1.10-1.199,PRINCESS,K,-42,-46,-47,-46,-45,-44,-44
1.10-1.199,PRINCESS,L,-42,-44,-42,-41,-43,-42,-42
1.10-1.199,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.20-1.299,PRINCESS,1.20-1.299,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.20-1.299,PRINCESS,D,-32,-33,-30,-25,-26,-27,-29
1.20-1.299,PRINCESS,E,-32,-27,-27,-27,-27,-26,-28
1.20-1.299,PRINCESS,F,-29,-28,-28,-26,-26,-26,-27
1.20-1.299,PRINCESS,G,-27,-29,-29,-28,-28,-28,-30
1.20-1.299,PRINCESS,H,-28,-27,-26,-26,-26,-28,-28
1.20-1.299,PRINCESS,I,-27,-27,-27,-27,-26,-25,-25
1.20-1.299,PRINCESS,J,-27,-27,-27,-26,-25,-25,-25
1.20-1.299,PRINCESS,K,-27,-25,-25,-25,-25,-27,-26
1.20-1.299,PRINCESS,L,-27,-29,-27,-26,-27,-28,-29
1.20-1.299,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.30-1.399,PRINCESS,1.30-1.399,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.30-1.399,PRINCESS,D,-25,-24,-23,-20,-19,-20,-21
1.30-1.399,PRINCESS,E,-22,-21,-18,-19,-18,-19,-20
1.30-1.399,PRINCESS,F,-23,-22,-21,-21,-19,-19,-21
1.30-1.399,PRINCESS,G,-21,-20,-21,-20,-18,-18,-22
1.30-1.399,PRINCESS,H,-22,-20,-18,-18,-16,-19,-20
1.30-1.399,PRINCESS,I,-20,-20,-18,-18,-16,-18,-20
1.30-1.399,PRINCESS,J,-20,-22,-20,-18,-17,-18,-19
1.30-1.399,PRINCESS,K,-21,-18,-17,-19,-18,-21,-21
1.30-1.399,PRINCESS,L,-22,-21,-20,-20,-20,-20,-21
1.30-1.399,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.40-1.499,PRINCESS,1.40-1.499,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.40-1.499,PRINCESS,D,-22,-20,-18,-16,-13,-13,-13
1.40-1.499,PRINCESS,E,-19,-18,-17,-15,-13,-17,-17
1.40-1.499,PRINCESS,F,-19,-18,-16,-16,-15,-15,-15
1.40-1.499,PRINCESS,G,-18,-17,-16,-14,-14,-13,-14
1.40-1.499,PRINCESS,H,-18,-17,-15,-15,-14,-18,-18
1.40-1.499,PRINCESS,I,-16,-14,-14,-13,-11,-12,-13
1.40-1.499,PRINCESS,J,-17,-16,-16,-15,-16,-17,-18
1.40-1.499,PRINCESS,K,-18,-17,-16,-17,-17,-16,-17
1.40-1.499,PRINCESS,L,-19,-18,-17,-17,-17,-16,-17
1.40-1.499,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.50-1.599,PRINCESS,1.50-1.599,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.50-1.599,PRINCESS,D,-37,-36,-35,-35,-36,-37,-39
1.50-1.599,PRINCESS,E,-37,-37,-36,-36,-40,-40,-40
1.50-1.599,PRINCESS,F,-37,-37,-37,-37,-39,-37,-39
1.50-1.599,PRINCESS,G,-40,-39,-40,-40,-41,-42,-38
1.50-1.599,PRINCESS,H,-35,-36,-37,-38,-38,-39,-40
1.50-1.599,PRINCESS,I,-37,-36,-35,-34,-36,-37,-37
1.50-1.599,PRINCESS,J,-34,-35,-35,-35,-34,-35,-35
1.50-1.599,PRINCESS,K,-30,-30,-30,-30,-30,-33,-33
1.50-1.599,PRINCESS,L,-30,-30,-29,-29,-28,-27,-27
1.50-1.599,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.60-1.699,PRINCESS,1.60-1.699,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.60-1.699,PRINCESS,D,-40,-39,-38,-37,-38,-37,-39
1.60-1.699,PRINCESS,E,-40,-40,-39,-38,-42,-40,-40
1.60-1.699,PRINCESS,F,-40,-40,-40,-39,-41,-37,-39
1.60-1.699,PRINCESS,G,-43,-42,-43,-42,-43,-42,-38
1.60-1.699,PRINCESS,H,-38,-39,-40,-40,-40,-39,-40
1.60-1.699,PRINCESS,I,-40,-39,-38,-36,-38,-37,-37
1.60-1.699,PRINCESS,J,-37,-38,-38,-37,-36,-35,-35
1.60-1.699,PRINCESS,K,-33,-33,-33,-32,-32,-33,-33
1.60-1.699,PRINCESS,L,-33,-33,-32,-31,-30,-27,-27
1.60-1.699,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.70-1.799,PRINCESS,1.70-1.799,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.70-1.799,PRINCESS,D,-31,-32,-30,-30,-28,-30,-30
1.70-1.799,PRINCESS,E,-30,-30,-32,-31,-30,-31,-30
1.70-1.799,PRINCESS,F,-30,-32,-32,-32,-32,-32,-32
1.70-1.799,PRINCESS,G,-29,-30,-30,-29,-30,-31,-33
1.70-1.799,PRINCESS,H,-31,-31,-31,-31,-29,-32,-31
1.70-1.799,PRINCESS,I,-29,-27,-27,-27,-26,-29,-28
1.70-1.799,PRINCESS,J,-28,-28,-26,-25,-26,-26,-26
1.70-1.799,PRINCESS,K,-20,-22,-22,-22,-22,-21,-24
1.70-1.799,PRINCESS,L,-24,-24,-25,-25,-25,-25,-25
1.70-1.799,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.80-1.899,PRINCESS,1.80-1.899,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.80-1.899,PRINCESS,D,-28,-28,-28,-28,-26,-24,-24
1.80-1.899,PRINCESS,E,-28,-28,-27,-27,-28,-27,-29
1.80-1.899,PRINCESS,F,-28,-28,-28,-27,-25,-28,-30
1.80-1.899,PRINCESS,G,-28,-28,-28,-27,-25,-27,-28
1.80-1.899,PRINCESS,H,-28,-28,-28,-28,-27,-27,-26
1.80-1.899,PRINCESS,I,-23,-25,-23,-23,-22,-22,-24
1.80-1.899,PRINCESS,J,-23,-22,-20,-20,-21,-22,-24
1.80-1.899,PRINCESS,K,-19,-18,-18,-19,-19,-20,-21
1.80-1.899,PRINCESS,L,-21,-21,-20,-20,-19,-20,-22
1.80-1.899,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
1.90-1.999,PRINCESS,1.90-1.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.90-1.999,PRINCESS,D,-25,-24,-24,-24,-24,-23,-23
1.90-1.999,PRINCESS,E,-26,-27,-24,-25,-24,-24,-21
1.90-1.999,PRINCESS,F,-24,-23,-23,-23,-23,-25,-22
1.90-1.999,PRINCESS,G,-26,-24,-23,-23,-23,-23,-23
1.90-1.999,PRINCESS,H,-23,-22,-22,-21,-21,-21,-23
1.90-1.999,PRINCESS,I,-22,-23,-21,-20,-19,-19,-20
1.90-1.999,PRINCESS,J,-22,-21,-19,-18,-17,-18,-19
1.90-1.999,PRINCESS,K,-18,-17,-17,-17,-18,-19,-20
1.90-1.999,PRINCESS,L,-20,-19,-18,-18,-18,-19,-20
1.90-1.999,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
2.00-2.099,PRINCESS,2.00-2.099,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.00-2.099,PRINCESS,D,-40,-39,-38,-40,-40,-40,-40
2.00-2.099,PRINCESS,E,-40,-40,-38,-40,-39,-39,-40
2.00-2.099,PRINCESS,F,-41,-38,-38,-40,-42,-39,-40
2.00-2.099,PRINCESS,G,-40,-40,-42,-41,-42,-39,-40
2.00-2.099,PRINCESS,H,-36,-35,-36,-35,-35,-37,-37
2.00-2.099,PRINCESS,I,-38,-36,-34,-33,-33,-35,-35
2.00-2.099,PRINCESS,J,-34,-34,-33,-32,-32,-35,-35
2.00-2.099,PRINCESS,K,-31,-31,-32,-32,-31,-34,-32
2.00-2.099,PRINCESS,L,-29,-29,-29,-29,-30,-31,-31
2.00-2.099,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
2.10-2.199,PRINCESS,2.10-2.199,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.10-2.199,PRINCESS,D,-44,-43,-42,-43,-43,-42,-42
2.10-2.199,PRINCESS,E,-44,-44,-42,-43,-42,-41,-42
2.10-2.199,PRINCESS,F,-45,-42,-42,-43,-45,-41,-42
2.10-2.199,PRINCESS,G,-44,-44,-46,-44,-45,-41,-42
2.10-2.199,PRINCESS,H,-40,-39,-40,-38,-38,-39,-39
2.10-2.199,PRINCESS,I,-42,-40,-38,-36,-36,-37,-37
2.10-2.199,PRINCESS,J,-38,-38,-37,-35,-35,-37,-37
2.10-2.199,PRINCESS,K,-35,-35,-36,-35,-34,-36,-34
2.10-2.199,PRINCESS,L,-33,-33,-33,-32,-33,-33,-33
2.10-2.199,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
2.20-2.499,PRINCESS,2.20-2.499,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.20-2.499,PRINCESS,D,-36,-35,-34,-36,-36,-36,-36
2.20-2.499,PRINCESS,E,-36,-36,-34,-36,-35,-35,-36
2.20-2.499,PRINCESS,F,-37,-34,-34,-36,-38,-35,-36
2.20-2.499,PRINCESS,G,-36,-36,-38,-37,-38,-35,-36
2.20-2.499,PRINCESS,H,-32,-31,-32,-31,-31,-33,-33
2.20-2.499,PRINCESS,I,-34,-32,-30,-29,-29,-31,-31
2.20-2.499,PRINCESS,J,-30,-30,-29,-28,-28,-31,-31
2.20-2.499,PRINCESS,K,-27,-27,-28,-28,-27,-30,-28
2.20-2.499,PRINCESS,L,-25,-25,-25,-25,-26,-27,-27
2.20-2.499,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
2.50-2.699,PRINCESS,2.50-2.699,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.50-2.699,PRINCESS,D,-33,-32,-31,-33,-33,-33,-33
2.50-2.699,PRINCESS,E,-33,-33,-31,-33,-32,-32,-33
2.50-2.699,PRINCESS,F,-34,-31,-31,-33,-35,-32,-33
2.50-2.699,PRINCESS,G,-33,-33,-35,-34,-35,-32,-33
2.50-2.699,PRINCESS,H,-29,-28,-29,-28,-28,-30,-30
2.50-2.699,PRINCESS,I,-31,-29,-27,-26,-26,-28,-28
2.50-2.699,PRINCESS,J,-27,-27,-26,-25,-25,-28,-28
2.50-2.699,PRINCESS,K,-24,-24,-25,-25,-24,-27,-25
2.50-2.699,PRINCESS,L,-22,-22,-22,-22,-23,-24,-24
2.50-2.699,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
2.70-2.799,PRINCESS,2.70-2.799,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.70-2.799,PRINCESS,D,-29,-28,-27,-29,-29,-29,-29
2.70-2.799,PRINCESS,E,-29,-29,-27,-29,-28,-28,-29
2.70-2.799,PRINCESS,F,-30,-27,-27,-29,-31,-28,-29
2.70-2.799,PRINCESS,G,-29,-29,-31,-30,-31,-28,-29
2.70-2.799,PRINCESS,H,-25,-24,-25,-24,-24,-26,-26
2.70-2.799,PRINCESS,I,-27,-25,-23,-22,-22,-24,-24
2.70-2.799,PRINCESS,J,-23,-23,-22,-21,-21,-24,-24
2.70-2.799,PRINCESS,K,-20,-20,-21,-21,-20,-23,-21
2.70-2.799,PRINCESS,L,-18,-18,-18,-18,-19,-20,-20
2.70-2.799,PRINCESS,M,,,,,,,
,PRINCESS,,,,,,,,
2.80-2.999,PRINCESS,2.80-2.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.80-2.999,PRINCESS,D,-25,-24,-23,-25,-25,-25,-25
2.80-2.999,PRINCESS,E,-25,-25,-23,-25,-24,-24,-25
2.80-2.999,PRINCESS,F,-26,-23,-23,-25,-27,-24,-25
2.80-2.999,PRINCESS,G,-25,-25,-27,-26,-27,-24,-25
2.80-2.999,PRINCESS,H,-21,-20,-21,-20,-20,-22,-22
2.80-2.999,PRINCESS,I,-23,-21,-19,-18,-18,-20,-20
2.80-2.999,PRINCESS,J,-19,-19,-18,-17,-17,-20,-20
2.80-2.999,PRINCESS,K,-16,-16,-17,-17,-16,-19,-17
