Size,Shape,EX,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.80-1.899,PR,I,-8,-7,-7,-6,-5,-8,-10
1.80-1.899,PR,J,-9,-8,-8,-7,-7,-10,-12
1.80-1.899,PR,K,-10,-9,-9,-8,-8,-9,-11
1.80-1.899,PR,L,-11,-10,-9,-9,-9,-10,-11
1.80-1.899,PR,M,,,,,,,
,PR,,,,,,,,
1.90-1.999,PR,1.90-1.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.90-1.999,PR,D,-11,-9,-9,-7,-7,-8,-10
1.90-1.999,PR,E,-10,-10,-10,-8,-7,-8,-9
1.90-1.999,PR,F,-8,-8,-8,-7,-5,-10,-10
1.90-1.999,PR,G,-8,-7,-7,-6,-6,-8,-8
1.90-1.999,PR,H,-8,-8,-8,-7,-7,-8,-8
1.90-1.999,PR,I,-7,-6,-6,-5,-4,-6,-8
1.90-1.999,PR,J,-8,-7,-7,-6,-6,-9,-8
1.90-1.999,PR,K,-8,-7,-7,-7,-7,-7,-8
1.90-1.999,PR,L,-9,-8,-8,-8,-8,-9,-10
1.90-1.999,PR,M,,,,,,,
,PR,,,,,,,,
2.00-2.099,PR,2.00-2.099,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.00-2.099,PR,D,-28,-26,-24,-24,-27,-30,-32
2.00-2.099,PR,E,-28,-26,-25,-25,-24,-27,-30
2.00-2.099,PR,F,-30,-27,-26,-24,-24,-27,-27
2.00-2.099,PR,G,-25,-25,-23,-22,-24,-23,-24
2.00-2.099,PR,H,-22,-22,-20,-19,-20,-23,-23
2.00-2.099,PR,I,-20,-18,-18,-18,-18,-22,-23
2.00-2.099,PR,J,-20,-19,-18,-18,-16,-20,-22
2.00-2.099,PR,K,-21,-21,-20,-20,-20,-20,-20
2.00-2.099,PR,L,-21,-21,-19,-18,-17,-17,-22
2.00-2.099,PR,M,,,,,,,
,PR,,,,,,,,
2.10-2.199,PR,2.10-2.199,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.10-2.199,PR,D,-32,-30,-28,-27,-30,-32,-34
2.10-2.199,PR,E,-32,-30,-29,-28,-27,-29,-32
2.10-2.199,PR,F,-34,-31,-30,-27,-27,-29,-29
2.10-2.199,PR,G,-29,-29,-27,-25,-27,-25,-26
2.10-2.199,PR,H,-26,-26,-24,-22,-23,-25,-25
2.10-2.199,PR,I,-24,-22,-22,-21,-21,-24,-25
2.10-2.199,PR,J,-24,-23,-22,-21,-19,-22,-24
2.10-2.199,PR,K,-25,-25,-24,-23,-23,-22,-22
2.10-2.199,PR,L,-25,-25,-23,-21,-20,-19,-24
2.10-2.199,PR,M,,,,,,,
,PR,,,,,,,,
2.20-2.499,PR,2.20-2.499,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.20-2.499,PR,D,-24,-22,-20,-20,-23,-26,-28
2.20-2.499,PR,E,-24,-22,-21,-21,-20,-23,-26
2.20-2.499,PR,F,-26,-23,-22,-20,-20,-23,-23
2.20-2.499,PR,G,-21,-21,-19,-18,-20,-19,-20
2.20-2.499,PR,H,-18,-18,-16,-15,-16,-19,-19
2.20-2.499,PR,I,-16,-14,-14,-14,-14,-18,-19
2.20-2.499,PR,J,-16,-15,-14,-14,-12,-16,-18
2.20-2.499,PR,K,-17,-17,-16,-16,-16,-16,-16
2.20-2.499,PR,L,-17,-17,-15,-14,-13,-13,-18
2.20-2.499,PR,M,,,,,,,
,PR,,,,,,,,
2.50-2.699,PR,2.50-2.699,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.50-2.699,PR,D,-21,-19,-17,-17,-20,-23,-25
2.50-2.699,PR,E,-21,-19,-18,-18,-17,-20,-23
2.50-2.699,PR,F,-23,-20,-19,-17,-17,-20,-20
2.50-2.699,PR,G,-18,-18,-16,-15,-17,-16,-17
2.50-2.699,PR,H,-15,-15,-13,-12,-13,-16,-16
2.50-2.699,PR,I,-13,-11,-11,-11,-11,-15,-16
2.50-2.699,PR,J,-13,-12,-11,-11,-9,-13,-15
2.50-2.699,PR,K,-14,-14,-13,-13,-13,-13,-13
2.50-2.699,PR,L,-14,-14,-12,-11,-10,-10,-15
2.50-2.699,PR,M,,,,,,,
,PR,,,,,,,,
2.70-2.799,PR,2.70-2.799,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.70-2.799,PR,D,-17,-15,-13,-13,-16,-19,-21
2.70-2.799,PR,E,-17,-15,-14,-14,-13,-16,-19
2.70-2.799,PR,F,-19,-16,-15,-13,-13,-16,-16
2.70-2.799,PR,G,-14,-14,-12,-11,-13,-12,-13
2.70-2.799,PR,H,-11,-11,-9,-8,-9,-12,-12
2.70-2.799,PR,I,-9,-7,-7,-7,-7,-11,-12
2.70-2.799,PR,J,-9,-8,-7,-7,-5,-9,-11
2.70-2.799,PR,K,-10,-10,-9,-9,-9,-9,-9
2.70-2.799,PR,L,-10,-10,-8,-7,-6,-6,-11
2.70-2.799,PR,M,,,,,,,
,PR,,,,,,,,
2.80-2.999,PR,2.80-2.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
2.80-2.999,PR,D,-13,-11,-9,-9,-12,-15,-17
2.80-2.999,PR,E,-13,-11,-10,-10,-9,-12,-15
2.80-2.999,PR,F,-15,-12,-11,-9,-9,-12,-12
2.80-2.999,PR,G,-10,-10,-8,-7,-9,-8,-9
2.80-2.999,PR,H,-7,-7,-5,-4,-5,-8,-8
2.80-2.999,PR,I,-5,-3,-3,-3,-3,-7,-8
2.80-2.999,PR,J,-5,-4,-3,-3,-1,-5,-7
2.80-2.999,PR,K,-6,-6,-5,-5,-5,-5,-5
2.80-2.999,PR,L,-6,-6,-4,-3,-2,-2,-7
2.80-2.999,PR,M,,,,,,,
,PR,,,,,,,,
3.01-3.09,PR,3.01-3.09,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
3.01-3.09,PR,D,-35,-30,-30,-30,-30,-28,-29
3.01-3.09,PR,E,,-29,-29,-35,-31,-29,-29
3.01-3.09,PR,F,,-27,-27,-25,-25,-28,-29
3.01-3.09,PR,G,,-30,-29,-26,-25,-28,-28
3.01-3.09,PR,H,,-30,-30,-25,-25,-28,-28
3.01-3.09,PR,I,,-31,-31,-28,-27,-30,-31
3.01-3.09,PR,J,,-32,-32,-30,-30,-28,-27
3.01-3.09,PR,K,,-32,-32,-30,-30,-28,-27
3.01-3.09,PR,L,,,,,,,
3.01-3.09,PR,M,,,,,,,
,PR,,,,,,,,
4.01-4.09,PR,4.01-4.09,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
4.01-4.09,PR,D,-39,-38,-36,-34,-34,-32,-33
4.01-4.09,PR,E,,-36,-35,-32,-32,-33,-33
4.01-4.09,PR,F,,-34,-34,-29,-29,-32,-33
4.01-4.09,PR,G,,-34,-34,-30,-29,-32,-32
4.01-4.09,PR,H,,-34,-34,-29,-29,-32,-32
4.01-4.09,PR,I,,-35,-35,-32,-31,-34,-35
4.01-4.09,PR,J,,-36,-36,-34,-34,-32,-31
4.01-4.09,PR,K,,-36,-36,-34,-34,-32,-31
4.01-4.09,PR,L,,,,,,,
4.01-4.09,PR,M,,,,,,,
,PR,,,,,,,,
5.01-5.09,PR,5.01-5.09,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
5.01-5.09,PR,D,-39,-38,-36,-34,-34,-32,-33
5.01-5.09,PR,E,,-36,-35,-32,-32,-28,-27
5.01-5.09,PR,F,,-34,-34,-29,-29,-27,-27
5.01-5.09,PR,G,,-34,-34,-30,-29,-27,-27
5.01-5.09,PR,H,,-34,-34,-29,-29,-26,-26
5.01-5.09,PR,I,,-35,-35,-32,-31,-30,-28
5.01-5.09,PR,J,,-36,-36,-34,-34,-32,-31
5.01-5.09,PR,K,,-36,-36,-34,-34,-32,-31
5.01-5.09,PR,L,,,,,,,
5.01-5.09,PR,M,,,,,,,
0.50-0.599,OV,0.50-0.599,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.50-0.599,OV,D,-39,-38,-37,-35,-33,-34,-32
0.50-0.599,OV,E,-35,-35,-34,-34,-32,-33,-35
0.50-0.599,OV,F,-38,-39,-38,-38,-35,-33,-33
0.50-0.599,OV,G,-39,-37,-35,-35,-35,-36,-35
0.50-0.599,OV,H,-40,-39,-37,-37,-37,-38,-38
0.50-0.599,OV,I,-38,-38,-37,-37,-37,-37,-37
0.50-0.599,OV,J,,,,,,,
0.50-0.599,OV,K,,,,,,,
0.50-0.599,OV,L,,,,,,,
0.50-0.599,OV,M,,,,,,,
,OV,,,,,,,,
0.60-0.699,OV,0.60-0.699,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.60-0.699,OV,D,-30,-29,-28,-25,-25,-24,-25
0.60-0.699,OV,E,-27,-27,-27,-26,-25,-25,-25
0.60-0.699,OV,F,-24,-24,-23,-24,-23,-23,-23
0.60-0.699,OV,G,-27,-27,-26,-25,-24,-25,-25
0.60-0.699,OV,H,-28,-27,-26,-24,-23,-23,-23
0.60-0.699,OV,I,-24,-25,-25,-25,-23,-24,-24
0.60-0.699,OV,J,,,,,,,
0.60-0.699,OV,K,,,,,,,
0.60-0.699,OV,L,,,,,,,
0.60-0.699,OV,M,,,,,,,
,OV,,,,,,,,
0.70-0.799,OV,0.70-0.799,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.70-0.799,OV,D,-32,-30,-31,-31,-30,-31,-31
0.70-0.799,OV,E,-30,-30,-32,-32,-32,-30,-33
0.70-0.799,OV,F,-30,-32,-30,-30,-30,-30,-30
0.70-0.799,OV,G,-31,-32,-31,-29,-30,-29,-28
0.70-0.799,OV,H,-30,-31,-32,-32,-29,-30,-30
0.70-0.799,OV,I,-30,-30,-28,-27,-27,-28,-27
0.70-0.799,OV,J,-30,-28,-28,-28,-27,-27,-25
0.70-0.799,OV,K,,,,,,,
0.70-0.799,OV,L,,,,,,,
0.70-0.799,OV,M,,,,,,,
,OV,,,,,,,,
0.80-0.899,OV,0.80-0.899,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.80-0.899,OV,D,-30,-28,-27,-26,-25,-26,-26
0.80-0.899,OV,E,-27,-27,-27,-27,-27,-25,-26
0.80-0.899,OV,F,-27,-26,-26,-26,-25,-24,-24
0.80-0.899,OV,G,-25,-27,-26,-24,-23,-22,-24
0.80-0.899,OV,H,-27,-27,-27,-26,-22,-25,-25
0.80-0.899,OV,I,-24,-25,-23,-23,-22,-22,-22
0.80-0.899,OV,J,-24,-25,-26,-24,-23,-23,-22
0.80-0.899,OV,K,,,,,,,
0.80-0.899,OV,L,,,,,,,
0.80-0.899,OV,M,,,,,,,
,OV,,,,,,,,
0.90-0.979,OV,0.90-0.979,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.90-0.979,OV,D,-37,-32,-35,-33,-34,-34,-35
0.90-0.979,OV,E,-29,-31,-32,-29,-32,-35,-36
0.90-0.979,OV,F,-23,-26,-27,-28,-30,-33,-35
0.90-0.979,OV,G,-24,-27,-27,-26,-29,-31,-33
0.90-0.979,OV,H,-30,-29,-29,-27,-29,-30,-31
0.90-0.979,OV,I,-30,-30,-29,-28,-27,-28,-29
0.90-0.979,OV,J,,,,,,,
0.90-0.979,OV,K,,,,,,,
0.90-0.979,OV,L,,,,,,,
0.90-0.979,OV,M,,,,,,,
,OV,,,,,,,,
0.98-0.999,OV,0.98-0.999,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
0.98-0.999,OV,D,-34,-29,-32,-30,-31,-31,-32
0.98-0.999,OV,E,-26,-28,-29,-26,-29,-32,-33
0.98-0.999,OV,F,-20,-23,-24,-25,-27,-30,-32
0.98-0.999,OV,G,-21,-24,-24,-23,-26,-28,-30
0.98-0.999,OV,H,-27,-26,-26,-24,-26,-27,-28
0.98-0.999,OV,I,-27,-27,-26,-25,-24,-25,-26
0.98-0.999,OV,J,,,,,,,
0.98-0.999,OV,K,,,,,,,
0.98-0.999,OV,L,,,,,,,
0.98-0.999,OV,M,,,,,,,
,OV,,,,,,,,
1.00-1.099,OV,1.00-1.099,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.00-1.099,OV,D,-41,-38,-38,-33,-34,-36,-36
1.00-1.099,OV,E,-36,-36,-37,-34,-33,-34,-34
1.00-1.099,OV,F,-32,-37,-36,-34,-32,-32,-33
1.00-1.099,OV,G,-33,-33,-32,-32,-31,-34,-35
1.00-1.099,OV,H,-28,-31,-30,-30,-32,-32,-35
1.00-1.099,OV,I,-34,-33,-33,-33,-33,-35,-32
1.00-1.099,OV,J,-30,-31,-34,-33,-34,-35,-33
1.00-1.099,OV,K,-37,-40,-38,-36,-35,-40,-38
1.00-1.099,OV,L,-33,-32,-32,-36,-40,-40,-40
1.00-1.099,OV,M,,,,,,,
,OV,,,,,,,,
1.10-1.199,OV,1.10-1.199,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.10-1.199,OV,D,-45,-42,-42,-36,-37,-38,-38
1.10-1.199,OV,E,-40,-40,-41,-37,-36,-36,-36
1.10-1.199,OV,F,-36,-41,-40,-37,-35,-34,-35
1.10-1.199,OV,G,-37,-37,-36,-35,-34,-36,-37
1.10-1.199,OV,H,-32,-35,-34,-33,-35,-34,-37
1.10-1.199,OV,I,-38,-37,-37,-36,-36,-37,-34
1.10-1.199,OV,J,-34,-35,-38,-36,-37,-37,-35
1.10-1.199,OV,K,-41,-44,-42,-39,-38,-42,-40
1.10-1.199,OV,L,-37,-36,-36,-39,-43,-42,-42
1.10-1.199,OV,M,,,,,,,
,OV,,,,,,,,
1.20-1.299,OV,1.20-1.299,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.20-1.299,OV,D,-19,-22,-22,-21,-19,-21,-20
1.20-1.299,OV,E,-22,-21,-21,-20,-19,-20,-20
1.20-1.299,OV,F,-20,-21,-21,-21,-18,-17,-18
1.20-1.299,OV,G,-20,-19,-19,-19,-21,-17,-19
1.20-1.299,OV,H,-19,-18,-17,-17,-17,-17,-18
1.20-1.299,OV,I,-19,-18,-18,-18,-16,-20,-20
1.20-1.299,OV,J,-24,-26,-25,-24,-21,-20,-20
1.20-1.299,OV,K,-30,-30,-30,-27,-26,-27,-27
1.20-1.299,OV,L,-25,-26,-26,-30,-26,-27,-30
1.20-1.299,OV,M,,,,,,,
,OV,,,,,,,,
1.30-1.399,OV,1.30-1.399,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.30-1.399,OV,D,-18,-16,-13,-12,-12,-11,-13
1.30-1.399,OV,E,-15,-14,-12,-12,-10,-11,-12
1.30-1.399,OV,F,-12,-11,-8,-8,-8,-11,-10
1.30-1.399,OV,G,-12,-10,-8,-7,-8,-9,-11
1.30-1.399,OV,H,-12,-10,-8,-7,-5,-6,-6
1.30-1.399,OV,I,-12,-12,-12,-12,-9,-7,-7
1.30-1.399,OV,J,-15,-15,-13,-13,-15,-14,-12
1.30-1.399,OV,K,-14,-10,-10,-10,-11,-10,-13
1.30-1.399,OV,L,-16,-18,-22,-22,-20,-21,-23
1.30-1.399,OV,M,,,,,,,
,OV,,,,,,,,
1.40-1.499,OV,1.40-1.499,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.40-1.499,OV,D,-14,-14,-12,-11,-10,-10,-10
1.40-1.499,OV,E,-12,-12,-10,-10,-8,-9,-10
1.40-1.499,OV,F,-11,-10,-6,-6,-6,-7,-8
1.40-1.499,OV,G,-10,-8,-6,-6,-6,-7,-7
1.40-1.499,OV,H,-8,-8,-6,-6,-3,-3,-5
1.40-1.499,OV,I,-8,-8,-8,-7,-6,-3,-3
1.40-1.499,OV,J,-13,-13,-11,-11,-11,-11,-11
1.40-1.499,OV,K,-11,-9,-8,-8,-7,-9,-10
1.40-1.499,OV,L,-14,-12,-12,-16,-17,-15,-14
1.40-1.499,OV,M,,,,,,,
,OV,,,,,,,,
1.50-1.599,OV,1.50-1.599,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.50-1.599,OV,D,-30,-28,-29,-27,-27,-27,-26
1.50-1.599,OV,E,-25,-25,-30,-28,-26,-25,-25
1.50-1.599,OV,F,-29,-28,-28,-28,-25,-25,-25
1.50-1.599,OV,G,-24,-23,-23,-23,-22,-21,-23
1.50-1.599,OV,H,-22,-21,-22,-22,-22,-22,-25
1.50-1.599,OV,I,-22,-23,-24,-23,-22,-23,-24
1.50-1.599,OV,J,-22,-21,-20,-20,-26,-27,-25
1.50-1.599,OV,K,-28,-30,-28,-27,-27,-29,-30
1.50-1.599,OV,L,-29,-30,-30,-30,-30,-33,-31
1.50-1.599,OV,M,,,,,,,
,OV,,,,,,,,
1.60-1.699,OV,1.60-1.699,IF,VVS1,VVS2,VS1,VS2,SI1,SI2
1.60-1.699,OV,D,-33,-31,-32,-29,-29,-27,-26
1.60-1.699,OV,E,-28,-28,-33,-30,-28,-25,-25
1.60-1.699,OV,F,-32,-31,-31,-30,-27,-25,-25
1.60-1.699,OV,G,-27,-26,-26,-25,-24,-21,-23
1.60-1.699,OV,H,-25,-24,-25,-24,-24,-22,-25
