level_0,index,Size,Fluo,Clarity,Cut,Polish,Symmetry,D,E,F,G,H,I,J,K,L,M
175,175.0,0.45-0.49,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
176,176.0,0.45-0.49,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
177,177.0,0.45-0.49,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
178,178.0,0.45-0.49,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
179,179.0,0.45-0.49,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
180,180.0,0.45-0.49,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
181,181.0,0.45-0.49,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
182,182.0,0.50-0.59,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
183,183.0,0.50-0.59,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
184,184.0,0.50-0.59,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
185,185.0,0.50-0.59,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
186,186.0,0.50-0.59,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
187,187.0,0.50-0.59,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
188,188.0,0.50-0.59,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
189,189.0,0.60-0.69,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
190,190.0,0.60-0.69,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
191,191.0,0.60-0.69,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
192,192.0,0.60-0.69,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
193,193.0,0.60-0.69,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
194,194.0,0.60-0.69,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
195,195.0,0.60-0.69,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
196,196.0,0.70-0.74,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
197,197.0,0.70-0.74,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
198,198.0,0.70-0.74,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
199,199.0,0.70-0.74,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
200,200.0,0.70-0.74,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
201,201.0,0.70-0.74,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
202,202.0,0.70-0.74,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
203,203.0,0.75-0.79,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
204,204.0,0.75-0.79,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
205,205.0,0.75-0.79,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
206,206.0,0.75-0.79,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
207,207.0,0.75-0.79,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
208,208.0,0.75-0.79,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
209,209.0,0.75-0.79,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
210,210.0,0.80-0.89,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
211,211.0,0.80-0.89,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
212,212.0,0.80-0.89,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
213,213.0,0.80-0.89,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
214,214.0,0.80-0.89,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
215,215.0,0.80-0.89,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
216,216.0,0.80-0.89,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
217,217.0,0.90-0.94,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
218,218.0,0.90-0.94,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
219,219.0,0.90-0.94,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
220,220.0,0.90-0.94,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
221,221.0,0.90-0.94,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
222,222.0,0.90-0.94,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
223,223.0,0.90-0.94,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
224,224.0,0.95-0.99,Faint,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
225,225.0,0.95-0.99,Faint,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
226,226.0,0.95-0.99,Faint,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
227,227.0,0.95-0.99,Faint,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
228,228.0,0.95-0.99,Faint,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
229,229.0,0.95-0.99,Faint,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
230,230.0,0.95-0.99,Faint,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
231,231.0,0.30-0.34,Faint,IF,VG,EX,GD,-1.5,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
232,232.0,0.30-0.34,Faint,SI1,VG,EX,GD,-2.0,-2.0,-1.5,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
233,233.0,0.30-0.34,Faint,SI2,VG,EX,GD,-2.0,-2.0,-1.5,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
234,234.0,0.30-0.34,Faint,VS1,VG,EX,GD,-1.5,-1.0,-1.0,-1.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
235,235.0,0.30-0.34,Faint,VS2,VG,EX,GD,-1.5,-1.0,-1.0,-1.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5
236,236.0,0.30-0.34,Faint,VVS1,VG,EX,GD,-1.5,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
237,237.0,0.30-0.34,Faint,VVS2,VG,EX,GD,-1.5,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0
238,238.0,0.35-0.39,Faint,IF,VG,EX,GD,-1.5,-1.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.0,-2.0,-2.0
239,239.0,0.35-0.39,Faint,SI1,VG,EX,GD,-2.0,-2.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5
240,240.0,0.35-0.39,Faint,SI2,VG,EX,GD,-2.0,-2.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5
241,241.0,0.35-0.39,Faint,VS1,VG,EX,GD,-2.5,-2.5,-2.0,-1.5,-1.5,-2.5,-2.5,-2.0,-2.0,-2.0
242,242.0,0.35-0.39,Faint,VS2,VG,EX,GD,-2.5,-2.5,-2.0,-1.5,-1.5,-2.5,-2.5,-2.0,-2.0,-2.0
243,243.0,0.35-0.39,Faint,VVS1,VG,EX,GD,-1.5,-1.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.0,-2.0,-2.0
244,244.0,0.35-0.39,Faint,VVS2,VG,EX,GD,-1.5,-1.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.0,-2.0,-2.0
245,245.0,0.40-0.44,Faint,IF,VG,EX,GD,-1.5,-2.5,-1.5,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0
246,246.0,0.40-0.44,Faint,SI1,VG,EX,GD,-2.5,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-1.5,-1.5,-1.5
247,247.0,0.40-0.44,Faint,SI2,VG,EX,GD,-2.5,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-1.5,-1.5,-1.5
248,248.0,0.40-0.44,Faint,VS1,VG,EX,GD,-2.0,-1.5,-2.0,-2.5,-2.0,-3.0,-3.0,-2.0,-2.0,-2.0
249,249.0,0.40-0.44,Faint,VS2,VG,EX,GD,-2.0,-1.5,-2.0,-2.5,-2.0,-3.0,-3.0,-2.0,-2.0,-2.0
250,250.0,0.40-0.44,Faint,VVS1,VG,EX,GD,-1.5,-2.5,-1.5,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0
251,251.0,0.40-0.44,Faint,VVS2,VG,EX,GD,-1.5,-2.5,-1.5,-3.0,-3.0,-2.5,-2.5,-2.0,-2.0,-2.0
252,252.0,0.45-0.49,Faint,IF,VG,EX,GD,-1.0,-2.5,-3.5,-4.5,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5
253,253.0,0.45-0.49,Faint,SI1,VG,EX,GD,-2.0,-3.0,-3.0,-4.0,-4.0,-3.5,-2.5,-2.0,-2.0,-2.0
254,254.0,0.45-0.49,Faint,SI2,VG,EX,GD,-2.0,-3.0,-3.0,-4.0,-4.0,-3.5,-2.5,-2.0,-2.0,-2.0
255,255.0,0.45-0.49,Faint,VS1,VG,EX,GD,-1.5,-2.5,-3.0,-4.0,-3.5,-3.0,-2.5,-2.0,-2.0,-2.0
256,256.0,0.45-0.49,Faint,VS2,VG,EX,GD,-1.5,-2.5,-3.0,-4.0,-3.5,-3.0,-2.5,-2.0,-2.0,-2.0
257,257.0,0.45-0.49,Faint,VVS1,VG,EX,GD,-1.0,-2.5,-3.5,-4.5,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5
258,258.0,0.45-0.49,Faint,VVS2,VG,EX,GD,-1.0,-2.5,-3.5,-4.5,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5
259,259.0,0.50-0.59,Faint,IF,VG,EX,GD,-2.5,-4.5,-4.5,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-5.0
260,260.0,0.50-0.59,Faint,SI1,VG,EX,GD,-3.5,-4.0,-3.5,-5.0,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0
261,261.0,0.50-0.59,Faint,SI2,VG,EX,GD,-3.5,-4.0,-3.5,-5.0,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0
262,262.0,0.50-0.59,Faint,VS1,VG,EX,GD,-3.0,-4.5,-4.0,-5.0,-4.0,-5.0,-4.5,-5.0,-5.0,-5.0
263,263.0,0.50-0.59,Faint,VS2,VG,EX,GD,-3.0,-4.0,-4.0,-5.0,-4.0,-5.0,-4.5,-5.0,-5.0,-5.0
264,264.0,0.50-0.59,Faint,VVS1,VG,EX,GD,-2.5,-4.5,-4.5,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-5.0
265,265.0,0.50-0.59,Faint,VVS2,VG,EX,GD,-2.0,-4.5,-4.5,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-5.0
266,266.0,0.60-0.69,Faint,IF,VG,EX,GD,-2.0,-3.5,-4.0,-4.5,-4.0,-3.5,-4.5,-5.0,-5.0,-5.0
267,267.0,0.60-0.69,Faint,SI1,VG,EX,GD,-4.5,-4.5,-3.5,-3.5,-3.5,-4.5,-5.0,-5.0,-5.0,-5.0
268,268.0,0.60-0.69,Faint,SI2,VG,EX,GD,-4.5,-4.5,-3.5,-3.5,-3.5,-4.5,-5.0,-5.0,-5.0,-5.0
269,269.0,0.60-0.69,Faint,VS1,VG,EX,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-3.5,-4.5,-5.0,-5.0,-5.0
270,270.0,0.60-0.69,Faint,VS2,VG,EX,GD,-3.0,-3.5,-3.5,-4.0,-3.5,-3.5,-4.5,-5.0,-5.0,-5.0
271,271.0,0.60-0.69,Faint,VVS1,VG,EX,GD,-2.0,-3.5,-4.0,-4.5,-4.0,-3.5,-4.5,-5.0,-5.0,-5.0
272,272.0,0.60-0.69,Faint,VVS2,VG,EX,GD,-2.0,-3.5,-4.0,-4.5,-4.0,-3.5,-4.5,-5.0,-5.0,-5.0
273,273.0,0.70-0.74,Faint,IF,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
274,274.0,0.70-0.74,Faint,SI1,VG,EX,GD,-3.0,-3.5,-4.0,-4.0,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0
275,275.0,0.70-0.74,Faint,SI2,VG,EX,GD,-3.0,-3.5,-4.0,-4.0,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0
276,276.0,0.70-0.74,Faint,VS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
277,277.0,0.70-0.74,Faint,VS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
278,278.0,0.70-0.74,Faint,VVS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
279,279.0,0.70-0.74,Faint,VVS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
280,280.0,0.75-0.79,Faint,IF,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
281,281.0,0.75-0.79,Faint,SI1,VG,EX,GD,-3.0,-3.0,-3.0,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
282,282.0,0.75-0.79,Faint,SI2,VG,EX,GD,-3.0,-3.0,-3.0,-4.5,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0
283,283.0,0.75-0.79,Faint,VS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
284,284.0,0.75-0.79,Faint,VS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
285,285.0,0.75-0.79,Faint,VVS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
286,286.0,0.75-0.79,Faint,VVS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
287,287.0,0.80-0.89,Faint,IF,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
288,288.0,0.80-0.89,Faint,SI1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
289,289.0,0.80-0.89,Faint,SI2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
290,290.0,0.80-0.89,Faint,VS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
291,291.0,0.80-0.89,Faint,VS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
292,292.0,0.80-0.89,Faint,VVS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
293,293.0,0.80-0.89,Faint,VVS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
294,294.0,0.90-0.94,Faint,IF,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
295,295.0,0.90-0.94,Faint,SI1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
296,296.0,0.90-0.94,Faint,SI2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
297,297.0,0.90-0.94,Faint,VS1,VG,EX,GD,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
298,298.0,0.90-0.94,Faint,VS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
299,299.0,0.90-0.94,Faint,VVS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
300,300.0,0.90-0.94,Faint,VVS2,VG,EX,GD,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
301,301.0,0.95-0.99,Faint,IF,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
302,302.0,0.95-0.99,Faint,SI1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
303,303.0,0.95-0.99,Faint,SI2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
304,304.0,0.95-0.99,Faint,VS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
305,305.0,0.95-0.99,Faint,VS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
306,306.0,0.95-0.99,Faint,VVS1,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
307,307.0,0.95-0.99,Faint,VVS2,VG,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
308,308.0,0.30-0.34,Med,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
309,309.0,0.30-0.34,Med,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
310,310.0,0.30-0.34,Med,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
311,311.0,0.30-0.34,Med,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
312,312.0,0.30-0.34,Med,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
313,313.0,0.30-0.34,Med,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
314,314.0,0.30-0.34,Med,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
315,315.0,0.35-0.39,Med,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
316,316.0,0.35-0.39,Med,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
317,317.0,0.35-0.39,Med,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
318,318.0,0.35-0.39,Med,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
319,319.0,0.35-0.39,Med,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
320,320.0,0.35-0.39,Med,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
321,321.0,0.35-0.39,Med,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
322,322.0,0.40-0.44,Med,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
323,323.0,0.40-0.44,Med,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5
324,324.0,0.40-0.44,Med,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5
325,325.0,0.40-0.44,Med,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
326,326.0,0.40-0.44,Med,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
327,327.0,0.40-0.44,Med,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
328,328.0,0.40-0.44,Med,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
329,329.0,0.45-0.49,Med,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
330,330.0,0.45-0.49,Med,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
331,331.0,0.45-0.49,Med,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
332,332.0,0.45-0.49,Med,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
333,333.0,0.45-0.49,Med,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
334,334.0,0.45-0.49,Med,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
335,335.0,0.45-0.49,Med,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
336,336.0,0.50-0.59,Med,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
337,337.0,0.50-0.59,Med,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
338,338.0,0.50-0.59,Med,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
339,339.0,0.50-0.59,Med,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
340,340.0,0.50-0.59,Med,VS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
341,341.0,0.50-0.59,Med,VVS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
342,342.0,0.50-0.59,Med,VVS2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
343,343.0,0.60-0.69,Med,IF,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
344,344.0,0.60-0.69,Med,SI1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
345,345.0,0.60-0.69,Med,SI2,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
346,346.0,0.60-0.69,Med,VS1,EX,EX,GD,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0
