Discount,Shape,COLOR,CLARITY,CUT,POL,SYM,FLUO,Size,
-0.5,RO,K,SI2,EX,EX,EX,Very Strong,5.01-5.09,
-0.5,RO,L,SI2,EX,EX,EX,Very Strong,5.01-5.09,
-0.51,RO,M,SI2,EX,EX,EX,Very Strong,5.01-5.09,
-0.38,RO,D,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.38,RO,E,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.38,RO,F,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.35,RO,G,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.32,RO,H,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.32,RO,I,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.3,RO,J,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.3,RO,K,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.3,RO,L,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.3,RO,M,I1,EX,EX,EX,Very Strong,5.01-5.09,
-0.42,RO,D,IF,EX,X,X,None,5.01-5.09,
-0.43,RO,E,IF,EX,X,X,None,5.01-5.09,
-0.39,RO,F,IF,EX,X,X,None,5.01-5.09,
-0.38,RO,G,IF,EX,X,X,None,5.01-5.09,
-0.38,RO,H,IF,EX,X,X,None,5.01-5.09,
-0.38,RO,I,IF,EX,X,X,None,5.01-5.09,
-0.37,RO,J,IF,EX,X,X,None,5.01-5.09,
-0.36,RO,K,IF,EX,X,X,None,5.01-5.09,
-0.36,RO,L,IF,EX,X,X,None,5.01-5.09,
-0.36,RO,M,IF,EX,X,X,None,5.01-5.09,
-0.4,RO,D,VVS1,EX,X,X,None,5.01-5.09,
-0.41,RO,E,VVS1,EX,X,X,None,5.01-5.09,
-0.37,RO,F,VVS1,EX,X,X,None,5.01-5.09,
-0.36,RO,G,VVS1,EX,X,X,None,5.01-5.09,
-0.35,RO,H,VVS1,EX,X,X,None,5.01-5.09,
-0.34,RO,I,VVS1,EX,X,X,None,5.01-5.09,
-0.36,RO,J,VVS1,EX,X,X,None,5.01-5.09,
-0.33,RO,K,VVS1,EX,X,X,None,5.01-5.09,
-0.32,RO,L,VVS1,EX,X,X,None,5.01-5.09,
-0.32,RO,M,VVS1,EX,X,X,None,5.01-5.09,
-0.38,RO,D,VVS2,EX,X,X,None,5.01-5.09,
-0.38,RO,E,VVS2,EX,X,X,None,5.01-5.09,
-0.35,RO,F,VVS2,EX,X,X,None,5.01-5.09,
-0.34,RO,G,VVS2,EX,X,X,None,5.01-5.09,
-0.33,RO,H,VVS2,EX,X,X,None,5.01-5.09,
-0.33,RO,I,VVS2,EX,X,X,None,5.01-5.09,
-0.34,RO,J,VVS2,EX,X,X,None,5.01-5.09,
-0.33,RO,K,VVS2,EX,X,X,None,5.01-5.09,
-0.31,RO,L,VVS2,EX,X,X,None,5.01-5.09,
-0.32,RO,M,VVS2,EX,X,X,None,5.01-5.09,
-0.35,RO,D,VS1,EX,X,X,None,5.01-5.09,
-0.35,RO,E,VS1,EX,X,X,None,5.01-5.09,
-0.34,RO,F,VS1,EX,X,X,None,5.01-5.09,
-0.33,RO,G,VS1,EX,X,X,None,5.01-5.09,
-0.32,RO,H,VS1,EX,X,X,None,5.01-5.09,
-0.32,RO,I,VS1,EX,X,X,None,5.01-5.09,
-0.33,RO,J,VS1,EX,X,X,None,5.01-5.09,
-0.33,RO,K,VS1,EX,X,X,None,5.01-5.09,
-0.31,RO,L,VS1,EX,X,X,None,5.01-5.09,
-0.31,RO,M,VS1,EX,X,X,None,5.01-5.09,
-0.34,RO,D,VS2,EX,X,X,None,5.01-5.09,
-0.33,RO,E,VS2,EX,X,X,None,5.01-5.09,
-0.33,RO,F,VS2,EX,X,X,None,5.01-5.09,
-0.31,RO,G,VS2,EX,X,X,None,5.01-5.09,
-0.31,RO,H,VS2,EX,X,X,None,5.01-5.09,
-0.3,RO,I,VS2,EX,X,X,None,5.01-5.09,
-0.32,RO,J,VS2,EX,X,X,None,5.01-5.09,
-0.31,RO,K,VS2,EX,X,X,None,5.01-5.09,
-0.31,RO,L,VS2,EX,X,X,None,5.01-5.09,
-0.3,RO,M,VS2,EX,X,X,None,5.01-5.09,
-0.32,RO,D,SI1,EX,X,X,None,5.01-5.09,
-0.33,RO,E,SI1,EX,X,X,None,5.01-5.09,
-0.31,RO,F,SI1,EX,X,X,None,5.01-5.09,
-0.32,RO,G,SI1,EX,X,X,None,5.01-5.09,
-0.31,RO,H,SI1,EX,X,X,None,5.01-5.09,
-0.31,RO,I,SI1,EX,X,X,None,5.01-5.09,
-0.32,RO,J,SI1,EX,X,X,None,5.01-5.09,
-0.3,RO,K,SI1,EX,X,X,None,5.01-5.09,
-0.3,RO,L,SI1,EX,X,X,None,5.01-5.09,
-0.3,RO,M,SI1,EX,X,X,None,5.01-5.09,
-0.31,RO,D,SI2,EX,X,X,None,5.01-5.09,
-0.32,RO,E,SI2,EX,X,X,None,5.01-5.09,
-0.3,RO,F,SI2,EX,X,X,None,5.01-5.09,
-0.32,RO,G,SI2,EX,X,X,None,5.01-5.09,
-0.32,RO,H,SI2,EX,X,X,None,5.01-5.09,
-0.31,RO,I,SI2,EX,X,X,None,5.01-5.09,
-0.31,RO,J,SI2,EX,X,X,None,5.01-5.09,
-0.29,RO,K,SI2,EX,X,X,None,5.01-5.09,
-0.29,RO,L,SI2,EX,X,X,None,5.01-5.09,
-0.3,RO,M,SI2,EX,X,X,None,5.01-5.09,
-0.15,RO,D,I1,EX,X,X,None,5.01-5.09,
-0.15,RO,E,I1,EX,X,X,None,5.01-5.09,
-0.15,RO,F,I1,EX,X,X,None,5.01-5.09,
-0.12,RO,G,I1,EX,X,X,None,5.01-5.09,
-0.09,RO,H,I1,EX,X,X,None,5.01-5.09,
-0.09,RO,I,I1,EX,X,X,None,5.01-5.09,
-0.09,RO,J,I1,EX,X,X,None,5.01-5.09,
-0.09,RO,K,I1,EX,X,X,None,5.01-5.09,
-0.09,RO,L,I1,EX,X,X,None,5.01-5.09,
-0.09,RO,M,I1,EX,X,X,None,5.01-5.09,
-0.46,RO,D,IF,EX,X,X,Faint,5.01-5.09,
-0.47,RO,E,IF,EX,X,X,Faint,5.01-5.09,
-0.43,RO,F,IF,EX,X,X,Faint,5.01-5.09,
-0.42,RO,G,IF,EX,X,X,Faint,5.01-5.09,
-0.42,RO,H,IF,EX,X,X,Faint,5.01-5.09,
-0.42,RO,I,IF,EX,X,X,Faint,5.01-5.09,
-0.41,RO,J,IF,EX,X,X,Faint,5.01-5.09,
-0.4,RO,K,IF,EX,X,X,Faint,5.01-5.09,
-0.4,RO,L,IF,EX,X,X,Faint,5.01-5.09,
-0.4,RO,M,IF,EX,X,X,Faint,5.01-5.09,
-0.44,RO,D,VVS1,EX,X,X,Faint,5.01-5.09,
-0.45,RO,E,VVS1,EX,X,X,Faint,5.01-5.09,
-0.41,RO,F,VVS1,EX,X,X,Faint,5.01-5.09,
-0.4,RO,G,VVS1,EX,X,X,Faint,5.01-5.09,
-0.39,RO,H,VVS1,EX,X,X,Faint,5.01-5.09,
-0.38,RO,I,VVS1,EX,X,X,Faint,5.01-5.09,
-0.4,RO,J,VVS1,EX,X,X,Faint,5.01-5.09,
-0.37,RO,K,VVS1,EX,X,X,Faint,5.01-5.09,
-0.36,RO,L,VVS1,EX,X,X,Faint,5.01-5.09,
-0.36,RO,M,VVS1,EX,X,X,Faint,5.01-5.09,
-0.42,RO,D,VVS2,EX,X,X,Faint,5.01-5.09,
-0.42,RO,E,VVS2,EX,X,X,Faint,5.01-5.09,
-0.39,RO,F,VVS2,EX,X,X,Faint,5.01-5.09,
-0.38,RO,G,VVS2,EX,X,X,Faint,5.01-5.09,
-0.37,RO,H,VVS2,EX,X,X,Faint,5.01-5.09,
-0.37,RO,I,VVS2,EX,X,X,Faint,5.01-5.09,
-0.38,RO,J,VVS2,EX,X,X,Faint,5.01-5.09,
-0.37,RO,K,VVS2,EX,X,X,Faint,5.01-5.09,
-0.35,RO,L,VVS2,EX,X,X,Faint,5.01-5.09,
-0.36,RO,M,VVS2,EX,X,X,Faint,5.01-5.09,
-0.39,RO,D,VS1,EX,X,X,Faint,5.01-5.09,
-0.39,RO,E,VS1,EX,X,X,Faint,5.01-5.09,
-0.38,RO,F,VS1,EX,X,X,Faint,5.01-5.09,
-0.37,RO,G,VS1,EX,X,X,Faint,5.01-5.09,
-0.36,RO,H,VS1,EX,X,X,Faint,5.01-5.09,
-0.36,RO,I,VS1,EX,X,X,Faint,5.01-5.09,
-0.37,RO,J,VS1,EX,X,X,Faint,5.01-5.09,
-0.37,RO,K,VS1,EX,X,X,Faint,5.01-5.09,
-0.35,RO,L,VS1,EX,X,X,Faint,5.01-5.09,
-0.35,RO,M,VS1,EX,X,X,Faint,5.01-5.09,
-0.38,RO,D,VS2,EX,X,X,Faint,5.01-5.09,
-0.37,RO,E,VS2,EX,X,X,Faint,5.01-5.09,
-0.37,RO,F,VS2,EX,X,X,Faint,5.01-5.09,
-0.35,RO,G,VS2,EX,X,X,Faint,5.01-5.09,
-0.35,RO,H,VS2,EX,X,X,Faint,5.01-5.09,
-0.34,RO,I,VS2,EX,X,X,Faint,5.01-5.09,
-0.36,RO,J,VS2,EX,X,X,Faint,5.01-5.09,
-0.35,RO,K,VS2,EX,X,X,Faint,5.01-5.09,
-0.35,RO,L,VS2,EX,X,X,Faint,5.01-5.09,
-0.34,RO,M,VS2,EX,X,X,Faint,5.01-5.09,
-0.36,RO,D,SI1,EX,X,X,Faint,5.01-5.09,
-0.37,RO,E,SI1,EX,X,X,Faint,5.01-5.09,
-0.35,RO,F,SI1,EX,X,X,Faint,5.01-5.09,
-0.36,RO,G,SI1,EX,X,X,Faint,5.01-5.09,
-0.35,RO,H,SI1,EX,X,X,Faint,5.01-5.09,
-0.35,RO,I,SI1,EX,X,X,Faint,5.01-5.09,
-0.36,RO,J,SI1,EX,X,X,Faint,5.01-5.09,
-0.34,RO,K,SI1,EX,X,X,Faint,5.01-5.09,
-0.34,RO,L,SI1,EX,X,X,Faint,5.01-5.09,
-0.34,RO,M,SI1,EX,X,X,Faint,5.01-5.09,
-0.35,RO,D,SI2,EX,X,X,Faint,5.01-5.09,
-0.36,RO,E,SI2,EX,X,X,Faint,5.01-5.09,
-0.34,RO,F,SI2,EX,X,X,Faint,5.01-5.09,
-0.36,RO,G,SI2,EX,X,X,Faint,5.01-5.09,
-0.36,RO,H,SI2,EX,X,X,Faint,5.01-5.09,
-0.35,RO,I,SI2,EX,X,X,Faint,5.01-5.09,
-0.35,RO,J,SI2,EX,X,X,Faint,5.01-5.09,
-0.33,RO,K,SI2,EX,X,X,Faint,5.01-5.09,
-0.33,RO,L,SI2,EX,X,X,Faint,5.01-5.09,
-0.34,RO,M,SI2,EX,X,X,Faint,5.01-5.09,
-0.19,RO,D,I1,EX,X,X,Faint,5.01-5.09,
-0.19,RO,E,I1,EX,X,X,Faint,5.01-5.09,
-0.19,RO,F,I1,EX,X,X,Faint,5.01-5.09,
-0.16,RO,G,I1,EX,X,X,Faint,5.01-5.09,
-0.13,RO,H,I1,EX,X,X,Faint,5.01-5.09,
-0.13,RO,I,I1,EX,X,X,Faint,5.01-5.09,
-0.13,RO,J,I1,EX,X,X,Faint,5.01-5.09,
-0.13,RO,K,I1,EX,X,X,Faint,5.01-5.09,
-0.13,RO,L,I1,EX,X,X,Faint,5.01-5.09,
-0.13,RO,M,I1,EX,X,X,Faint,5.01-5.09,
-0.56,RO,D,IF,EX,X,X,Medium,5.01-5.09,
-0.57,RO,E,IF,EX,X,X,Medium,5.01-5.09,
-0.53,RO,F,IF,EX,X,X,Medium,5.01-5.09,
-0.52,RO,G,IF,EX,X,X,Medium,5.01-5.09,
-0.52,RO,H,IF,EX,X,X,Medium,5.01-5.09,
-0.52,RO,I,IF,EX,X,X,Medium,5.01-5.09,
-0.51,RO,J,IF,EX,X,X,Medium,5.01-5.09,
-0.5,RO,K,IF,EX,X,X,Medium,5.01-5.09,
-0.5,RO,L,IF,EX,X,X,Medium,5.01-5.09,
-0.5,RO,M,IF,EX,X,X,Medium,5.01-5.09,
-0.54,RO,D,VVS1,EX,X,X,Medium,5.01-5.09,
-0.55,RO,E,VVS1,EX,X,X,Medium,5.01-5.09,
-0.51,RO,F,VVS1,EX,X,X,Medium,5.01-5.09,
-0.5,RO,G,VVS1,EX,X,X,Medium,5.01-5.09,
-0.49,RO,H,VVS1,EX,X,X,Medium,5.01-5.09,
-0.48,RO,I,VVS1,EX,X,X,Medium,5.01-5.09,
-0.5,RO,J,VVS1,EX,X,X,Medium,5.01-5.09,
-0.47,RO,K,VVS1,EX,X,X,Medium,5.01-5.09,
-0.46,RO,L,VVS1,EX,X,X,Medium,5.01-5.09,
-0.46,RO,M,VVS1,EX,X,X,Medium,5.01-5.09,
-0.52,RO,D,VVS2,EX,X,X,Medium,5.01-5.09,
-0.52,RO,E,VVS2,EX,X,X,Medium,5.01-5.09,
-0.49,RO,F,VVS2,EX,X,X,Medium,5.01-5.09,
-0.48,RO,G,VVS2,EX,X,X,Medium,5.01-5.09,
-0.47,RO,H,VVS2,EX,X,X,Medium,5.01-5.09,
-0.47,RO,I,VVS2,EX,X,X,Medium,5.01-5.09,
-0.48,RO,J,VVS2,EX,X,X,Medium,5.01-5.09,
-0.47,RO,K,VVS2,EX,X,X,Medium,5.01-5.09,
-0.45,RO,L,VVS2,EX,X,X,Medium,5.01-5.09,
-0.46,RO,M,VVS2,EX,X,X,Medium,5.01-5.09,
-0.49,RO,D,VS1,EX,X,X,Medium,5.01-5.09,
-0.49,RO,E,VS1,EX,X,X,Medium,5.01-5.09,
-0.48,RO,F,VS1,EX,X,X,Medium,5.01-5.09,
-0.47,RO,G,VS1,EX,X,X,Medium,5.01-5.09,
-0.46,RO,H,VS1,EX,X,X,Medium,5.01-5.09,
-0.46,RO,I,VS1,EX,X,X,Medium,5.01-5.09,
-0.47,RO,J,VS1,EX,X,X,Medium,5.01-5.09,
-0.47,RO,K,VS1,EX,X,X,Medium,5.01-5.09,
-0.45,RO,L,VS1,EX,X,X,Medium,5.01-5.09,
-0.45,RO,M,VS1,EX,X,X,Medium,5.01-5.09,
-0.48,RO,D,VS2,EX,X,X,Medium,5.01-5.09,
-0.47,RO,E,VS2,EX,X,X,Medium,5.01-5.09,
-0.47,RO,F,VS2,EX,X,X,Medium,5.01-5.09,
-0.45,RO,G,VS2,EX,X,X,Medium,5.01-5.09,
-0.45,RO,H,VS2,EX,X,X,Medium,5.01-5.09,
-0.44,RO,I,VS2,EX,X,X,Medium,5.01-5.09,
-0.46,RO,J,VS2,EX,X,X,Medium,5.01-5.09,
-0.45,RO,K,VS2,EX,X,X,Medium,5.01-5.09,
-0.45,RO,L,VS2,EX,X,X,Medium,5.01-5.09,
-0.44,RO,M,VS2,EX,X,X,Medium,5.01-5.09,
-0.46,RO,D,SI1,EX,X,X,Medium,5.01-5.09,
-0.47,RO,E,SI1,EX,X,X,Medium,5.01-5.09,
-0.45,RO,F,SI1,EX,X,X,Medium,5.01-5.09,
-0.46,RO,G,SI1,EX,X,X,Medium,5.01-5.09,
-0.45,RO,H,SI1,EX,X,X,Medium,5.01-5.09,
-0.45,RO,I,SI1,EX,X,X,Medium,5.01-5.09,
-0.46,RO,J,SI1,EX,X,X,Medium,5.01-5.09,
-0.44,RO,K,SI1,EX,X,X,Medium,5.01-5.09,
-0.44,RO,L,SI1,EX,X,X,Medium,5.01-5.09,
-0.44,RO,M,SI1,EX,X,X,Medium,5.01-5.09,
-0.45,RO,D,SI2,EX,X,X,Medium,5.01-5.09,
-0.46,RO,E,SI2,EX,X,X,Medium,5.01-5.09,
-0.44,RO,F,SI2,EX,X,X,Medium,5.01-5.09,
-0.46,RO,G,SI2,EX,X,X,Medium,5.01-5.09,
-0.46,RO,H,SI2,EX,X,X,Medium,5.01-5.09,
-0.45,RO,I,SI2,EX,X,X,Medium,5.01-5.09,
-0.45,RO,J,SI2,EX,X,X,Medium,5.01-5.09,
-0.43,RO,K,SI2,EX,X,X,Medium,5.01-5.09,
-0.43,RO,L,SI2,EX,X,X,Medium,5.01-5.09,
-0.44,RO,M,SI2,EX,X,X,Medium,5.01-5.09,
-0.29,RO,D,I1,EX,X,X,Medium,5.01-5.09,
-0.29,RO,E,I1,EX,X,X,Medium,5.01-5.09,
-0.29,RO,F,I1,EX,X,X,Medium,5.01-5.09,
-0.26,RO,G,I1,EX,X,X,Medium,5.01-5.09,
-0.23,RO,H,I1,EX,X,X,Medium,5.01-5.09,
-0.23,RO,I,I1,EX,X,X,Medium,5.01-5.09,
-0.23,RO,J,I1,EX,X,X,Medium,5.01-5.09,
-0.23,RO,K,I1,EX,X,X,Medium,5.01-5.09,
-0.23,RO,L,I1,EX,X,X,Medium,5.01-5.09,
-0.23,RO,M,I1,EX,X,X,Medium,5.01-5.09,
-0.64,RO,D,IF,EX,X,X,Strong,5.01-5.09,
-0.65,RO,E,IF,EX,X,X,Strong,5.01-5.09,
-0.61,RO,F,IF,EX,X,X,Strong,5.01-5.09,
-0.6,RO,G,IF,EX,X,X,Strong,5.01-5.09,
-0.6,RO,H,IF,EX,X,X,Strong,5.01-5.09,
-0.6,RO,I,IF,EX,X,X,Strong,5.01-5.09,
-0.57,RO,J,IF,EX,X,X,Strong,5.01-5.09,
-0.56,RO,K,IF,EX,X,X,Strong,5.01-5.09,
-0.56,RO,L,IF,EX,X,X,Strong,5.01-5.09,
-0.56,RO,M,IF,EX,X,X,Strong,5.01-5.09,
-0.62,RO,D,VVS1,EX,X,X,Strong,5.01-5.09,
-0.63,RO,E,VVS1,EX,X,X,Strong,5.01-5.09,
-0.59,RO,F,VVS1,EX,X,X,Strong,5.01-5.09,
-0.58,RO,G,VVS1,EX,X,X,Strong,5.01-5.09,
-0.57,RO,H,VVS1,EX,X,X,Strong,5.01-5.09,
-0.56,RO,I,VVS1,EX,X,X,Strong,5.01-5.09,
-0.56,RO,J,VVS1,EX,X,X,Strong,5.01-5.09,
-0.53,RO,K,VVS1,EX,X,X,Strong,5.01-5.09,
-0.52,RO,L,VVS1,EX,X,X,Strong,5.01-5.09,
-0.52,RO,M,VVS1,EX,X,X,Strong,5.01-5.09,
-0.6,RO,D,VVS2,EX,X,X,Strong,5.01-5.09,
-0.6,RO,E,VVS2,EX,X,X,Strong,5.01-5.09,
-0.57,RO,F,VVS2,EX,X,X,Strong,5.01-5.09,
-0.56,RO,G,VVS2,EX,X,X,Strong,5.01-5.09,
-0.55,RO,H,VVS2,EX,X,X,Strong,5.01-5.09,
-0.55,RO,I,VVS2,EX,X,X,Strong,5.01-5.09,
-0.54,RO,J,VVS2,EX,X,X,Strong,5.01-5.09,
-0.53,RO,K,VVS2,EX,X,X,Strong,5.01-5.09,
-0.51,RO,L,VVS2,EX,X,X,Strong,5.01-5.09,
-0.52,RO,M,VVS2,EX,X,X,Strong,5.01-5.09,
-0.57,RO,D,VS1,EX,X,X,Strong,5.01-5.09,
-0.57,RO,E,VS1,EX,X,X,Strong,5.01-5.09,
-0.56,RO,F,VS1,EX,X,X,Strong,5.01-5.09,
-0.55,RO,G,VS1,EX,X,X,Strong,5.01-5.09,
-0.54,RO,H,VS1,EX,X,X,Strong,5.01-5.09,
-0.54,RO,I,VS1,EX,X,X,Strong,5.01-5.09,
-0.53,RO,J,VS1,EX,X,X,Strong,5.01-5.09,
-0.53,RO,K,VS1,EX,X,X,Strong,5.01-5.09,
-0.51,RO,L,VS1,EX,X,X,Strong,5.01-5.09,
-0.51,RO,M,VS1,EX,X,X,Strong,5.01-5.09,
-0.56,RO,D,VS2,EX,X,X,Strong,5.01-5.09,
-0.55,RO,E,VS2,EX,X,X,Strong,5.01-5.09,
-0.55,RO,F,VS2,EX,X,X,Strong,5.01-5.09,
-0.53,RO,G,VS2,EX,X,X,Strong,5.01-5.09,
-0.53,RO,H,VS2,EX,X,X,Strong,5.01-5.09,
-0.52,RO,I,VS2,EX,X,X,Strong,5.01-5.09,
-0.52,RO,J,VS2,EX,X,X,Strong,5.01-5.09,
-0.51,RO,K,VS2,EX,X,X,Strong,5.01-5.09,
-0.51,RO,L,VS2,EX,X,X,Strong,5.01-5.09,
-0.5,RO,M,VS2,EX,X,X,Strong,5.01-5.09,
-0.54,RO,D,SI1,EX,X,X,Strong,5.01-5.09,
-0.55,RO,E,SI1,EX,X,X,Strong,5.01-5.09,
-0.53,RO,F,SI1,EX,X,X,Strong,5.01-5.09,
-0.54,RO,G,SI1,EX,X,X,Strong,5.01-5.09,
-0.53,RO,H,SI1,EX,X,X,Strong,5.01-5.09,
-0.53,RO,I,SI1,EX,X,X,Strong,5.01-5.09,
-0.52,RO,J,SI1,EX,X,X,Strong,5.01-5.09,
-0.5,RO,K,SI1,EX,X,X,Strong,5.01-5.09,
-0.5,RO,L,SI1,EX,X,X,Strong,5.01-5.09,
-0.5,RO,M,SI1,EX,X,X,Strong,5.01-5.09,
-0.53,RO,D,SI2,EX,X,X,Strong,5.01-5.09,
-0.54,RO,E,SI2,EX,X,X,Strong,5.01-5.09,
-0.52,RO,F,SI2,EX,X,X,Strong,5.01-5.09,
-0.54,RO,G,SI2,EX,X,X,Strong,5.01-5.09,
-0.54,RO,H,SI2,EX,X,X,Strong,5.01-5.09,
-0.53,RO,I,SI2,EX,X,X,Strong,5.01-5.09,
-0.51,RO,J,SI2,EX,X,X,Strong,5.01-5.09,
-0.49,RO,K,SI2,EX,X,X,Strong,5.01-5.09,
-0.49,RO,L,SI2,EX,X,X,Strong,5.01-5.09,
-0.5,RO,M,SI2,EX,X,X,Strong,5.01-5.09,
-0.37,RO,D,I1,EX,X,X,Strong,5.01-5.09,
-0.37,RO,E,I1,EX,X,X,Strong,5.01-5.09,
-0.37,RO,F,I1,EX,X,X,Strong,5.01-5.09,
-0.34,RO,G,I1,EX,X,X,Strong,5.01-5.09,
-0.31,RO,H,I1,EX,X,X,Strong,5.01-5.09,
-0.31,RO,I,I1,EX,X,X,Strong,5.01-5.09,
-0.29,RO,J,I1,EX,X,X,Strong,5.01-5.09,
-0.29,RO,K,I1,EX,X,X,Strong,5.01-5.09,
-0.29,RO,L,I1,EX,X,X,Strong,5.01-5.09,
-0.29,RO,M,I1,EX,X,X,Strong,5.01-5.09,
-0.68,RO,D,IF,EX,X,X,Very Strong,5.01-5.09,
-0.69,RO,E,IF,EX,X,X,Very Strong,5.01-5.09,
-0.65,RO,F,IF,EX,X,X,Very Strong,5.01-5.09,
-0.65,RO,G,IF,EX,X,X,Very Strong,5.01-5.09,
-0.65,RO,H,IF,EX,X,X,Very Strong,5.01-5.09,
-0.65,RO,I,IF,EX,X,X,Very Strong,5.01-5.09,
-0.62,RO,J,IF,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,K,IF,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,L,IF,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,M,IF,EX,X,X,Very Strong,5.01-5.09,
-0.66,RO,D,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.67,RO,E,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.63,RO,F,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.63,RO,G,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.62,RO,H,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,I,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,J,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,K,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.57,RO,L,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.57,RO,M,VVS1,EX,X,X,Very Strong,5.01-5.09,
-0.64,RO,D,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.64,RO,E,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,F,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,G,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.6,RO,H,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.6,RO,I,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,J,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,K,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.56,RO,L,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.57,RO,M,VVS2,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,D,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.61,RO,E,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.6,RO,F,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.6,RO,G,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,H,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,I,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,J,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,K,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.56,RO,L,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.56,RO,M,VS1,EX,X,X,Very Strong,5.01-5.09,
-0.6,RO,D,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,E,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,F,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,G,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,H,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.57,RO,I,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.57,RO,J,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.56,RO,K,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.56,RO,L,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.55,RO,M,VS2,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,D,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.6,RO,E,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,F,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,G,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,H,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,I,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.57,RO,J,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.55,RO,K,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.55,RO,L,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.55,RO,M,SI1,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,D,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,E,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.57,RO,F,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,G,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.59,RO,H,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.58,RO,I,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.56,RO,J,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.54,RO,K,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.54,RO,L,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.55,RO,M,SI2,EX,X,X,Very Strong,5.01-5.09,
-0.42,RO,D,I1,EX,X,X,Very Strong,5.01-5.09,
-0.42,RO,E,I1,EX,X,X,Very Strong,5.01-5.09,
-0.42,RO,F,I1,EX,X,X,Very Strong,5.01-5.09,
-0.39,RO,G,I1,EX,X,X,Very Strong,5.01-5.09,
-0.36,RO,H,I1,EX,X,X,Very Strong,5.01-5.09,
-0.36,RO,I,I1,EX,X,X,Very Strong,5.01-5.09,
